periodo;fproceso;anio_ing;id_df;distrito_fiscal;tipo_fiscalia;materia;especialidad;tipo_caso;sistema;tipo_especializada;ingresado;atendido
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;1;1
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;9;9
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;83;83
01/01/2020 - 31/12/2020;8/01/2021;2020;17;LIMA;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SIATF;;5055;4630
01/01/2020 - 31/12/2020;8/01/2021;2020;17;LIMA;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SIATF;06 PENAL NACIONAL;176;115
01/01/2020 - 31/12/2020;8/01/2021;2020;01;AMAZONAS;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;5;5
01/01/2020 - 31/12/2020;8/01/2021;2020;01;AMAZONAS;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;230;228
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;40;36
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;8;7
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;250;243
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;247;223
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;97;91
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;147;138
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;55;52
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;21;21
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;6;6
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;81;81
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;3;3
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;6;6
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;15;12
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;34;34
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;2;2
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;9;8
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;82;82
01/01/2020 - 31/12/2020;8/01/2021;2020;02;ANCASH;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;447;447
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;23;21
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;41;35
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;130;110
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;298;249
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;92;84
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;597;484
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;62;52
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;135;121
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;4;4
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;294;263
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;32;24
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;262;257
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;5;5
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;32;31
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;11275;9732
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;16 ESPECIALIZADA EN TERRORISMO Y DERECHOS HUMANOS;32;29
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;18;16
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;11;11
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;318;317
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;143;125
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;3;3
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;15;15
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA CIVIL;INCIDENTE;SIATF;;8;8
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;19;19
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA PENAL;INCIDENTE;SIATF;;17;17
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;3;3
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;16;16
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;6;6
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;37;37
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;298;266
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;APELACION EXPEDIENTE;SGF;;1;1
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;16;16
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;41;41
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;6;6
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;32;26
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;8;7
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;30;30
01/01/2020 - 31/12/2020;8/01/2021;2020;03;APURIMAC;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;262;244
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;14;14
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;39;17
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;711;672
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;428;362
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;78;72
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;236;196
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;127;123
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;3;2
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;1;1
01/01/2020 - 31/12/2020;8/01/2021;2020;08;CAÑETE;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;3;3
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;457;239
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;54;50
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;03 ESPECIALIZADA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO;51;40
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;142;135
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;18 ESPECIALIZADA EN VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR;9580;2728
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;25201;17855
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;19;9
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;50;50
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;359;359
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;18;14
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;111;107
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA CIVIL;INCIDENTE;SIATF;;3;3
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;25;25
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;8;8
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;16;14
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;FAMILIA;VIOLENCIA FAMILIAR;INCIDENTE;SIATF;;510;509
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;PENAL;PENAL;APELACION DENUNCIA;SGF;;875;871
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;PENAL;PENAL;CONSULTAS;SGF;;105;103
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;PENAL;PENAL;EXCLUSION FISCAL;SGF;;24;24
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;PENAL;PENAL;EXPEDIENTE;SGF;;31;29
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;PENAL;PENAL;INCIDENTE-EXPEDIENTE;SGF;;3;3
01/01/2020 - 31/12/2020;8/01/2021;2020;04;AREQUIPA;SUPERIOR;PENAL;PENAL;QUEJAS;SGF;;784;780
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;CIVIL;CIVIL;EXPEDIENTE;SIATF;;19;4
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;FAMILIA;ACTOS CONTRA LA LIBERTAD SEXUAL;DENUNCIA;SIATF;;48;38
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;94;87
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA PENAL;DENUNCIA;SIATF;;260;190
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;49;45
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;DENUNCIA;SIATF;;148;97
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;13;11
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;DENUNCIA;SIATF;;46;35
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;FAMILIA;VIOLENCIA FAMILIAR;EXPEDIENTE;SIATF;;1;1
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;01 ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS;875;789
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;02 ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA;60;56
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;169;160
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;33;32
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;12 ESPECIALIZADA EN DELITOS DE TRAFICOS ILICITO DE DROGAS;221;214
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;17 PENAL SUPRAPROVINCIAL;9;9
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;DENUNCIA;SGF;;11103;8998
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;EXPEDIENTE;SGF;;5;4
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;10 ESPECIALIZADA EN MATERIA AMBIENTAL;35;32
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;11 ESPECIALIZADA EN PREVENCION DEL DELITO;315;312
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;PROVINCIAL;PENAL;PENAL;INVESTIGACION PREVENTIVA;SGF;;67;43
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;SUPERIOR;CIVIL;CIVIL;EXPEDIENTE;SIATF;;1;
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;SUPERIOR;FAMILIA;FAMILIA CIVIL;EXPEDIENTE;SIATF;;12;12
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;SUPERIOR;FAMILIA;FAMILIA PENAL;EXPEDIENTE;SIATF;;12;11
01/01/2020 - 31/12/2020;8/01/2021;2020;05;AYACUCHO;SUPERIOR;FAMILIA;FAMILIA TUTELAR;EXPEDIENTE;SIATF;;6;6
