id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
17971144,https://www.airbnb.com/rooms/17971144,20220606014139,2022-06-06,Joli 2 pièces au cœur du 18ème proche Montmartre,"Appartement 2 pièces de 30 m² au nord de Paris, situé au 5ème et dernier étage sur cour.  Orienté Est, il est composé d'une chambre avec lit double, un salon et une cuisine équipée. Lave linge / lave-vaisselle / Wifi<br /><br /><b>The space</b><br />L'appart se trouve à 200 m du métro L12 Marx Dormoy et à 20 minutes à pied du sacré-cœur et du parc de la Villette. Je vous conseille vivement le marché de l'olive et de profiter des terrasses de la rue Pajol et Riquet.<br /><br /><b>License number</b><br />7511802947401",L'appart se trouve à 200 m du métro L12 Marx Dormoy et à 20 minutes à pied du sacré-cœur et du parc de la Villette. Je vous conseille vivement le marché de l'olive et de profiter des terrasses de la rue Pajol et Riquet.,https://a0.muscache.com/pictures/21e3949a-65f8-4b8e-abc9-83fa5a4f505c.jpg,45814886,https://www.airbnb.com/users/show/45814886,Alex,2015-10-05,"Paris, Île-de-France, France",NA,N/A,N/A,N/A,FALSE,https://a0.muscache.com/im/users/45814886/profile_pic/1444056815/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/45814886/profile_pic/1444056815/original.jpg?aki_policy=profile_x_medium,NA,1,1,"['email', 'phone']",TRUE,TRUE,"Paris, Île-de-France, France",Buttes-Montmartre,NA,48.89136,2.35849,Entire rental unit,Entire home/apt,2,NA,1.5 baths,1,1,"[""Hair dryer"", ""Smoke alarm"", ""Washer"", ""TV"", ""Iron"", ""Breakfast"", ""Wifi"", ""Dryer"", ""Essentials"", ""Heating"", ""Shampoo"", ""Kitchen"", ""Host greets you"", ""Hangers""]",$58.00,10,21,10,10,1125,1125,10,1125,NA,TRUE,0,0,0,0,2022-06-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7511802947401,TRUE,1,1,0,0,NA
29891252,https://www.airbnb.com/rooms/29891252,20220606014139,2022-06-07,☀️Beautiful & cozy studio near Place de la Nation,"Come to discover my big studio (about 31 m2) in the South East of Paris. It is located in the 12th between Parc de Vincennes and Place de la Nation and near Père Lachaise Cemetery.<br /><br />This is located on the 2nd floor (with elevator) and is very well equipped.<br /><br />This accommodation is surrounded by shops for shopping, bakeries, groceries but also restaurants and bars ... Do not hesitate any more! 🥐🍾🌹<br /><br /><b>The space</b><br />The accommodation is composed of:<br /><br />🌼 fully equipped kitchen (oven, microwave oven, fridge with freezer compartment, ceramic hob, espresso machine, kettle, toaster and all the necessary to cook as if you were at home .... )<br /><br />🌼 a living room with a sofa bed (140x190) and a single bed (70),<br /><br />🌼 a bar for dinner,<br /><br />🌼 a large bathroom with separate toilet (bath towels are available and a hair dryer),<br /><br />🌼 Storage spaces are available to store your personal belongings.<br /><br />You have:<br />- washin","🌳 🍁 Père Lachaise: With more than 70,000 graves spread over 44 hectares, Père Lachaise is the largest cemetery in Paris and the most visited in the world! In this unusual walk we propose you to discover the mythical characters that made its history and fame.<br />From the main entrance on Boulevard Ménilmontant to the Gambetta exit, we invite you to cross this gigantic open-air museum, stopping at the most emblematic burials. From the most romantic to the most mystical to the most photographed, or the most floral, the selected anecdotes will help you understand why these tombs have given rise to sometimes surprising traditions or true cults.",https://a0.muscache.com/pictures/a19f3e87-da07-4e0b-a47c-6e8e56a73c2f.jpg,219274670,https://www.airbnb.com/users/show/219274670,Stéphanie,2018-10-07,"Paris, Île-de-France, France",Notre foyer se compose d’une femme et d’un enfant et nous aimons voyager à la découverte de nouveaux horizons.,N/A,N/A,N/A,FALSE,https://a0.muscache.com/im/pictures/user/c8157fef-9323-449d-a50e-4e70e998dde7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c8157fef-9323-449d-a50e-4e70e998dde7.jpg?aki_policy=profile_x_medium,Nation,1,1,"['email', 'phone']",TRUE,TRUE,"Paris, Île-de-France, France",Reuilly,NA,48.84509,2.39916,Entire rental unit,Entire home/apt,3,NA,1.5 baths,NA,2,"[""Refrigerator"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Wifi"", ""Oven"", ""Backyard"", ""Coffee maker"", ""TV"", ""Bathtub"", ""Baking sheet"", ""Paid parking off premises"", ""Microwave"", ""Washer"", ""Gym"", ""Long term stays allowed"", ""Heating"", ""Elevator"", ""Free street parking"", ""Hair dryer"", ""Smoke alarm"", ""Hot water"", ""Dishes and silverware"", ""Iron"", ""Bed linens"", ""Cooking basics"", ""Essentials"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades"", ""Hangers""]",$85.00,3,1125,3,3,1125,1125,3,1125,NA,TRUE,0,0,0,0,2022-06-07,9,0,0,2018-11-19,2020-01-24,4.89,4.78,4.89,4.44,4.67,4.89,4.67,7511202557882,TRUE,1,1,0,0,0.21
552637730819547260,https://www.airbnb.com/rooms/552637730819547285,20220606014139,2022-06-06,Un havre de paix en plein Paris,"Un duplex ultra paisible situé à proximité du Parc des Buttes Chaumont pour un séjour agréable seul, à deux ou en famille.  Un véritable écrin de verdure et de douceur! Au rez de chaussée, un salon avec canapé et futon pouvant faire office de lit double et une cuisine ouverte. Au deuxième étage, une salle de bain avec baignoire et une chambre avec bureau, grand lit, lit enfant et lit bébé. En plus : une petite courette privative pour se reposer ou déjeuner au soleil au milieu des bambous!<br /><br /><b>The space</b><br />L'appartement contient un lit double à l'étage, un lit pour enfant, un lit parapluie ainsi qu'un lit pour bébé. Au rez de chaussée, un futon faisant office de canapé se déplie pour accueillir éventuellement deux personnes supplémentaires.<br /><br /><b>License number</b><br />7511906123727","Quartier de Jourdain, Buttes Chaumont.",https://a0.muscache.com/pictures/miso/Hosting-552637730819547285/original/fc50905b-ad38-4da3-b4fc-718cad667b8b.jpeg,7061455,https://www.airbnb.com/users/show/7061455,Anne,2013-06-23,"Paris, Île-de-France, France","43 ans. Travaille dans la gastronomie et le voyage. 
Cheffe du restaurant Naam à Lille et créatrice de l'application Deliciously qui localise les meilleurs restaurants, bars, cafés à Paris et dans le monde.",within an hour,100%,100%,FALSE,https://a0.muscache.com/im/users/7061455/profile_pic/1371986812/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7061455/profile_pic/1371986812/original.jpg?aki_policy=profile_x_medium,NA,0,0,"['email', 'phone']",TRUE,FALSE,"Paris, Île-de-France, France",Buttes-Chaumont,NA,48.87736,2.39162,Entire rental unit,Entire home/apt,3,NA,1 bath,1,1,"[""Washer"", ""Dedicated workspace"", ""Wifi"", ""Outdoor dining area"", ""Kitchen""]",$120.00,2,10,2,4,4,1125,2.1,1089.6,NA,TRUE,8,26,51,204,2022-06-06,7,7,5,2022-03-06,2022-06-03,4.86,4.71,4,4.57,4.86,4.43,4.43,7511906123727,TRUE,1,1,0,0,2.26
27716734,https://www.airbnb.com/rooms/27716734,20220606014139,2022-06-07,Cosy flat in central Paris/Bastille,"Located in the heart of Paris, near Bastille, Charonne is a very lively area, with lots of nice restaurants, shops and bars.<br />It's very central, with small walking distance to most places of interest and metro stations or bus.<br />Still the street is very calm for your quiet nights. <br />The flat is located on the second floor without elevator and you'll feel like home once you'll be in !<br />This will be a nice place in central Paris for your vacations.<br /><br /><b>Other things to note</b><br />Thanks for giving back the flat as clean as you found it : the bedroom should be clean, the bathroom too. You should also wash your dishes and discard the household waste in the courtyard containers :) <br /> ",NA,https://a0.muscache.com/pictures/001491c0-b964-4ba0-b313-a08645c6fe1c.jpg,16205186,https://www.airbnb.com/users/show/16205186,Amel,2014-05-31,"Paris, Île-de-France, France",NA,N/A,N/A,N/A,FALSE,https://a0.muscache.com/im/pictures/user/bccfe077-5744-444c-8257-07e394e47fea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bccfe077-5744-444c-8257-07e394e47fea.jpg?aki_policy=profile_x_medium,NA,1,1,"['email', 'phone']",TRUE,TRUE,NA,Popincourt,NA,48.85462,2.37915,Entire rental unit,Entire home/apt,2,NA,1 bath,1,2,"[""Hair dryer"", ""Washer"", ""Coffee maker"", ""TV"", ""Hot water"", ""Dishes and silverware"", ""Iron"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Heating"", ""Essentials"", ""Breakfast"", ""Long term stays allowed"", ""Shampoo"", ""Kitchen"", ""Host greets you""]",$50.00,365,1125,365,365,1125,1125,365,1125,NA,TRUE,0,0,0,0,2022-06-07,8,0,0,2018-08-26,2019-06-10,5,5,4.88,5,5,5,4.88,NA,FALSE,1,1,0,0,0.17
23231670,https://www.airbnb.com/rooms/23231670,20220606014139,2022-06-07,Nice flat in Paris 15e,"Joli deux pièces de 35m2 très lumineux en plein cœur du 15ème, idéalement situé entre la station Convention et Plaisance. Proximité commerces, métros et Bus. A 2 pas du Parc Georges Brassens et à 5 minutes du Parc des expositions (Porte de Versailles). Une Chambre avec Salle de bain, un salon et une Cuisine séparée. Vous disposerez de l'accès au Wifi, TV (avec Canal+ et Bein Sport). Situé en étage élevé, il dispose d'un ascenseur.",NA,https://a0.muscache.com/pictures/3011cbd9-250a-4871-a9a6-c94f72d14f87.jpg,101026495,https://www.airbnb.com/users/show/101026495,Madeline,2016-10-24,"Paris, Île-de-France, France",NA,N/A,N/A,N/A,FALSE,https://a0.muscache.com/im/pictures/user/2c3514ef-7c62-442e-8779-21f2fbf631de.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2c3514ef-7c62-442e-8779-21f2fbf631de.jpg?aki_policy=profile_x_medium,Porte de Versailles,1,1,"['email', 'phone']",TRUE,TRUE,NA,Vaugirard,NA,48.83355,2.30422,Entire rental unit,Entire home/apt,2,NA,1 bath,1,1,"[""Elevator"", ""Hair dryer"", ""Washer"", ""TV"", ""Iron"", ""Long term stays allowed"", ""Wifi"", ""Heating"", ""Essentials"", ""Kitchen"", ""Hangers""]",$80.00,365,1125,365,365,1125,1125,365,1125,NA,TRUE,0,0,0,0,2022-06-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA
567229945328277500,https://www.airbnb.com/rooms/567229945328277498,20220606014139,2022-06-07,30m² bien équipé avec terrasse et wifi,"I am pleased to welcome you in my charming 40 square meters studio, located on the 6th floor without elevator and situated in the heart of the 19th district of Paris.  <br />It will be adapted for a tourist or professional stay and is ready to receive 2 persons.  <br />You will stay near the Parc des Buttes-Chaumont and will be very well served by the different public transports to stroll around the city.  <br /> <br />See you soon!<br /><br /><b>The space</b><br />Located in Paris, my studio is charming and well equipped! It can accommodate 2 people and is composed of a spacious living area with a sofa bed, a television and a dining area, a fully equipped kitchen, a clean bathroom and a large terrace, where you can have lunch in peace.  <br />During your stay, you will have at your disposal: Wifi, Dishwasher, Washing machine, Coffee machine, Refrigerator, Microwave, Oven, Iron. <br />A professional cleaning is done before and after each trip.  <br /> <br />You will find near the studi","The 19th arrondissement is a district of Paris, located in the north of the city. Very pleasant to live, it has various environments, with very different populations and is very appreciable for the families and the children in general.",https://a0.muscache.com/pictures/prohost-api/Hosting-567229945328277498/original/b9d7ca2d-df04-4ebc-bcf3-94e48163c99c.jpeg,444445281,https://www.airbnb.com/users/show/444445281,Denis,2022-02-10,"Paris, France","""“Bonjour !
Je m’appelle Denis et suis un grand adepte de Airbnb ! Je serai heureux de vous recevoir dans mon appartement.
Lors de mes déplacements, j’adore loger via Airbnb, alors j’ai décidé de sauter le pas et donner l’opportunité à d’autres voyageurs de séjourner chez moi !
Vous vous y sentirez comme chez vous :)
Pour rendre votre séjour encore plus agréable, j’ai confié la gestion de mon bien à une conciergerie Airbnb, qui s’occupe de tout ! C’est avec eux principalement que vous communiquerez, n’hésitez pas à les contacter, ils sont très réactifs !
_________________
Hello!
My name is Denis and I'm a big fan of Airbnb! I will be happy to welcome you in my apartment.
When I travel, I love to stay with Airbnb, so I decided to take the plunge and give other travelers the opportunity to stay with me!
You will feel at home here :)
To make your stay even more enjoyable, I have entrusted the management of my property to an Airbnb concierge, who takes care of everything! It is mainly with them that you will communicate, do not hesitate to contact them, they are very reactive !”""",within an hour,100%,100%,FALSE,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,NA,0,0,['phone'],FALSE,TRUE,"Paris, Île-de-France, France",Buttes-Chaumont,NA,48.884438,2.391177,Entire rental unit,Entire home/apt,2,NA,1 bath,1,1,"[""Elevator"", ""Smoke alarm"", ""Washer"", ""Microwave"", ""Coffee maker"", ""Refrigerator"", ""TV"", ""Hot water"", ""Iron"", ""Patio or balcony"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Essentials"", ""Wifi"", ""Oven"", ""Long term stays allowed"", ""Kitchen"", ""Dishwasher""]",$88.00,1,365,1,2,365,365,1.3,365,NA,TRUE,0,0,0,0,2022-06-07,6,6,0,2022-03-04,2022-04-22,4.67,4.5,3.83,4.83,5,4.67,4,7511906138573,FALSE,1,1,0,0,1.88
53667504,https://www.airbnb.com/rooms/53667504,20220606014139,2022-06-06,"Les Lilas, studio cosy à côté de Paris","Bonjour, je vous propose un studio jouxtant le 20ème, proche République (20 min à métro), à 10min de Belleville à vélo avec vue sur la tour Eiffel. Vous pourrez vous rendre très facilement à la Villette et aux Buttes Chaumont pour apprécier les beaux parcs parisiens et longer le canal de l'Ourcq.<br />Le studio est tout équipé (sdb, WC, wifi, lave-linge). Il possède un lit en mezzanine ou un clic clac au RDC, au choix. Il donne en rez-de-jardin sur une cour commune ensoleillée.<br /><br /><b>Guest access</b><br />Le studio est accessible par métro, tram ou bus. Les commerces sont proches côté Les Lilas ou côté Paris 20ème.",NA,https://a0.muscache.com/pictures/miso/Hosting-53667504/original/5619db69-1699-487a-8ed3-18f50708b130.jpeg,262439069,https://www.airbnb.com/users/show/262439069,Marion,2019-05-17,"Les Lilas, Île-de-France, France",NA,within a few hours,100%,50%,FALSE,https://a0.muscache.com/im/pictures/user/f504625b-c910-4c24-89ef-15db3f4a83df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f504625b-c910-4c24-89ef-15db3f4a83df.jpg?aki_policy=profile_x_medium,NA,0,0,['phone'],TRUE,TRUE,NA,Ménilmontant,NA,48.87374,2.41361,Entire rental unit,Entire home/apt,2,NA,1 bath,1,1,"[""Kitchen"", ""Smoke alarm"", ""Washer"", ""Wifi""]",$60.00,4,26,4,4,26,26,4,26,NA,TRUE,0,0,28,28,2022-06-06,3,3,1,2021-12-31,2022-05-14,5,5,5,5,5,5,5,NA,FALSE,1,1,0,0,0.57
613872162002640300,https://www.airbnb.com/rooms/613872162002640272,20220606014139,2022-06-06,Paris : Beau studio à 2 pas du canal St Martin,"Profitez d'un logement élégant et central.<br />A 10 minutes à pied du Parc des Buttes Chaumont et à 5 minutes du canal de l’Ourcq, ce studio vous charmera par sa quiétude et son caractère fonctionnel. Ce studio est idéalement situé à proximité des lignes de métro 2,5 et 7bis.<br /><br /><b>The space</b><br />Le logement est un charmant studio composé d'une kitchenette, d'un lit en mezzanine, d'une salle de bain et d'un coin salon.<br /><br /><b>Guest access</b><br />Vous aurez accès à tout le logement.<br /><br /><b>License number</b><br />7511906546864","A deux pas du Parc des Buttes Chaumont, le quartier est idéalement situé. <br />Le plus est certainement la position de l'appartement à quelques minutes du canal de l'Ourcq où vous pourrez vous poser dans l'un des nombreux restaurants ou bars. Vous aurez également la possibilité d'aller au Parc de la Villette, pour vous balader, aller au théâtre ou à la Philharmonie !",https://a0.muscache.com/pictures/miso/Hosting-613872162002640272/original/bfc3f8c8-293e-43e7-8258-cfbc4c330342.jpeg,49505503,https://www.airbnb.com/users/show/49505503,Sebastien,2015-11-20,"Paris, Île-de-France, France","Hello I am Sébastien, 
Very fun, happy and easygoing person. I love foreign culture and travel. I Enjoy cinema, theatres, shops, bars and restaurant. 
I really like to share experiences with my friends, family and new people",within a few hours,87%,73%,FALSE,https://a0.muscache.com/im/pictures/user/19400967-3f7b-4385-861f-3b73070c075e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19400967-3f7b-4385-861f-3b73070c075e.jpg?aki_policy=profile_x_medium,NA,0,0,"['email', 'phone']",TRUE,TRUE,"Paris, Île-de-France, France",Buttes-Chaumont,NA,48.882709045314094,2.3705379786318765,Entire rental unit,Entire home/apt,2,NA,1 bath,NA,1,"[""Washer"", ""Dedicated workspace"", ""Dishes and silverware"", ""Cleaning products"", ""Wifi"", ""Cooking basics"", ""Central heating"", ""Essentials"", ""Kitchen""]",$63.00,2,10,2,2,10,10,2,10,NA,TRUE,0,3,6,257,2022-06-06,2,2,2,2022-05-27,2022-06-06,5,5,5,5,5,5,5,7511906546864,FALSE,1,1,0,0,2
49869604,https://www.airbnb.com/rooms/49869604,20220606014139,2022-06-07,Starry night: the small Van Gogh Room,"The non smoking tiny room(16m2) is independant and calm with a private entrance.It is oriented south and was once a basement which we turned into a small bedroom . There is a small private kichenette with all the usual appliances(microwave/small oven etc). The bathroom is  small but independant too. The comfortable retractable bed is for 2. Wifi included. Metro and RER less than 10 mn away. Very close to restaurants, supermarkets, Vincennes woods(great for sporty people!). Contact us!<br /><br /><b>The space</b><br />Just like Van Gogh's room in Arles(Provence), the room(for non smokers) is small indeed but so much more functional!:))As already mentionned, the basement room has an independant entrance but it is part of our house( we will be just above you!). your have a small kitchenette(with the usual appliances+nespresso machine) and a small private bathroom. <br /><br />CAREFUL: You need to lift up the bed in the morning (to move around easily)which can be a bit heavy for an elderly","The area is ideal after a long touristy day in the center of Paris. The Bois de Vincennes and Floral Parc (a must see) are really close by! There are many fine restaurants(either French or international), great bakeries, plenty of supermarkets, many affordable delis, cheese shops etc. The Chateau de Vincennes(first Royal Castle before Versailles) is worth a visit.Public transport is really good with the line 1 of the metro(the touristy line which takes you directly to the Louvre, Bastille, Champs Elysées etc) or the RER A(fast metro) which takes you within the center of Paris in an even shorter time, and buses(a great way to see different areas of Paris). The area is very safe which is not a minor detail in Paris...",https://a0.muscache.com/pictures/miso/Hosting-49869604/original/148dbc7c-b51a-452f-a5de-b735fc5242e7.jpeg,459102,https://www.airbnb.com/users/show/459102,Muriel,2011-03-23,"Paris, Ile-de-France, France","Hello!

I am a secondary school teacher and my husband and I love hosting guests from all over the word.We have three nice children who will warmly welcome you.
The room we rent is in our little Parisian (Website hidden by Airbnb) has everything you need !
Please feel free to contact us anytime! 
We are all looking forward to meeting you!
____________________________________ 

If you want to read the web reviews I have 
received on other websites, you can check 
my Fidbacks profile. 
  My Fidbacks pseudo is miou
____________________________________
",within an hour,100%,95%,TRUE,https://a0.muscache.com/im/pictures/user/2de1cdef-a356-48b9-8cfe-74337e2bb275.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2de1cdef-a356-48b9-8cfe-74337e2bb275.jpg?aki_policy=profile_x_medium,NA,1,1,"['email', 'phone']",TRUE,TRUE,"Vincennes, Île-de-France, France",Reuilly,NA,48.84939,2.44024,Private room in guesthouse,Private room,2,NA,1 private bath,1,1,"[""Electric stove"", ""Single level home"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Lockbox"", ""Wifi"", ""Oven"", ""Paid parking lot on premises \u2013 1 space"", ""Portable fans"", ""Pour-over coffee"", ""Body soap"", ""Host greets you"", ""Coffee maker"", ""Divers conditioner"", ""Clothing storage: wardrobe, dresser, and closet"", ""Rice maker"", ""Lake access"", ""Paid street parking off premises"", ""Private entrance"", ""Dishwasher"", ""Drying rack for clothing"", ""Microwave"", ""Board games"", ""Divers shampoo"", ""Long term stays allowed"", ""Nespresso machine"", ""Heating"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Hot water"", ""Dishes and silverware"", ""Cleaning products"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Gaggenau refrigerator"", ""Essentials"", ""Cooking basics"", ""Toaster"", ""Laundromat nearby"", ""Kitchen"", ""Room-darkening shades"", ""Hangers""]",$51.00,3,1125,3,3,1125,1125,3,1125,NA,TRUE,1,1,1,1,2022-06-07,22,22,4,2021-09-12,2022-06-01,4.95,4.91,4.82,4.95,4.91,4.77,4.77,NA,FALSE,1,0,1,0,2.45
16949965,https://www.airbnb.com/rooms/16949965,20220606014139,2022-06-06,"Quartier Latin. Room with WC, bath & shower, 27m²","The Hotel Marignan is located in the city center, Quartier Latin district. We are only 5 minutes walk from Notre Dame, Saint-Germain-des-Prés, the Luxembourg Gardens and others important sights.<br />Many free services to make your stay easy and comfortable – free WIFI (Fiber Optic), an equipped kitchen, laundry, a library of touristic guides and fresh breakfast from our local suppliers. <br />Room is 27m°, on the 1st European floor (1 flights up), has a private toilet, shower and a bath tub.<br /><br /><b>The space</b><br />For more than thirty years, Hotel Marignan has welcomed guests from all over the world and prides itself on the diversity of its clients. We are a place where people meet and exchange ideas. Because of the ideal location of the hotel near la Sorbonne in the historical center of Paris, many intellectuals, writers, artists, students and academics have stayed in the hotel. <br />Many free services to make your stay easy and comfortable are at your disposal – free WIFI","We are in the Latin Quarter, the historical center of Paris, a 2 minute walk from the Sorbonne, 5 minute walk from Notre Dame, 15 minute walk from the Louvre and the Marais. <br />Maubert open air market - 2 min walk.<br />3 times a week you can sample some excellent French produce; from fruits and vegetables to fine cheese and fresh seafood.",https://a0.muscache.com/pictures/3ed335c6-5d51-4e85-9b83-76916e49f1ca.jpg,98715148,https://www.airbnb.com/users/show/98715148,Roland,2016-10-07,"Paris, Île-de-France, France","Hotel Marignan, in the Keniger family since 1955, has been a meeting place for international guests since its opening.   Because of the ideal location of the hotel near la Sorbonne in the historical center of Paris, many intellectuals, writers, artists, students and academics have stayed in the hotel. The famous American poet e. e Cummings, the French/Romanian philosopher, Emil Cioran, the painter, Mordecai Ardon, the writer and director Tadeusz Konwicki, the artist and theater director Tadeusz Kantor, the poet Avrom Sutzkever, Zorba the Greek author Nikos Kazantzakis and the anthropologist Jacques Ruffié have all stayed in our hotel over the years.",within an hour,100%,100%,TRUE,https://a0.muscache.com/im/pictures/user/9f95063d-1704-4393-b191-0d94f34b33e6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9f95063d-1704-4393-b191-0d94f34b33e6.jpg?aki_policy=profile_x_medium,Saint-Michel,4,4,"['email', 'phone']",TRUE,TRUE,"Paris, Île-de-France, France",Panthéon,NA,48.85102,2.34769,Room in bed and breakfast,Hotel room,5,NA,1 private bath,1,4,"[""Hair dryer"", ""Smoke alarm"", ""Washer"", ""First aid kit"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Wifi"", ""Dryer"", ""Essentials"", ""Heating"", ""Breakfast"", ""Shampoo"", ""Kitchen"", ""Hangers""]",$215.00,1,15,1,1,15,15,1,15,NA,TRUE,0,0,0,0,2022-06-06,14,2,0,2017-04-15,2021-11-21,4.71,4.93,4.79,5,4.93,4.93,4.93,7510502336064,TRUE,4,0,0,0,0.22
22351562,https://www.airbnb.com/rooms/22351562,20220606014139,2022-06-06,2 pièces - calme et lumière - dans le Haut Marais!,"Vous voici en plein coeur de Paris !<br />Sur cours, au calme, vous êtes à deux pas du Square du Temple, de la rue de Bretagne (l'une des plus gourmandes de Paris !), du marché des Enfants Rouges et à 15 minutes à pieds de la Seine !<br /><br />Lovely & quiet appartment (2 P) where people feel good! :) <br />+ Kitchen / Mini Bathroom / Restroom<br />Lively neighborhood with historical marketplace, stores & best location for public transports (bus, subway..). Perfect for lovely couples while passing through Paris.<br /><br /><b>The space</b><br />Appartement 2P calme, lumineux, aménagé pour se sentir bien ^^ <br />+ Cuisine, SDB, WC.<br />Quartier vivant et CENTRAL avec marché, commerces et emplacement idéal pour les transports (métro, bus..). <br />Idéal pour couple de passage à Paris.<br /><br /><b>License number</b><br />7510302734117",NA,https://a0.muscache.com/pictures/03bf96f4-776f-4c09-98b7-0d1ef3434c26.jpg,5597176,https://www.airbnb.com/users/show/5597176,Franz,2013-03-24,"Paris, Île-de-France, France","Bonjour !

Nous adorons Paris, ses petits cafés comme ses grands musées, ses salles de concert comme ses jardins.

Nous nous ferons un plaisir de vous accueillir dans notre appartement qui vous donne accès aux meilleures ballades parisiennes : le Marais, les Quais de Seine, les Canaux...

@ bientôt !",N/A,N/A,N/A,FALSE,https://a0.muscache.com/im/pictures/user/18150b23-007c-4359-ac69-0d15d5b1e84f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/18150b23-007c-4359-ac69-0d15d5b1e84f.jpg?aki_policy=profile_x_medium,Le Marais,1,1,"['email', 'phone']",TRUE,TRUE,NA,Temple,NA,48.86351,2.35862,Entire rental unit,Entire home/apt,2,NA,1 bath,1,1,"[""Hair dryer"", ""Smoke alarm"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Private entrance"", ""Heating"", ""Essentials"", ""Shampoo"", ""Kitchen"", ""Hangers""]",$83.00,2,1125,2,2,1125,1125,2,1125,NA,TRUE,0,0,0,0,2022-06-06,7,0,0,2018-01-16,2018-04-29,4.43,4.71,4.43,5,5,5,4.71,7510302734117,FALSE,1,1,0,0,0.13
