CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,P313_N,P313_1,P313_2,P313_3,P313_4,factorfinal
13,LA LIBERTAD,01,TRUJILLO,05,LA ESPERANZA,Trujillo,10322,05020,5,1,1,5,1,1,1,5,1,2,7,2,56,1,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,1076702,08648,19,1,1,2,1,1,1,1,1,1,1,1,52,1,25.2908669863495
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2,1,1,1,10,1,1,1,1,63,2,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2,1,1,1,10,10,1,1,1,46,2,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2,1,1,1,10,10,2,2,2,44,2,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2,1,1,1,10,10,3,8,1,12,2,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2,1,1,1,10,4,1,9,1,63,2,36.8443160934628
20,PIURA,01,PIURA,04,CASTILLA,Piura,01675,02138,9,1,1,2,1,1,1,3,2,1,1,1,92,2,31.3682242140087
20,PIURA,01,PIURA,04,CASTILLA,Piura,01675,02138,9,1,1,2,1,1,1,3,2,2,2,2,81,1,31.3682242140087
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27154,45939,12,1,1,2,1,1,1,4,3,1,1,1,50,1,79.8184115118666
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27154,45939,12,1,1,2,1,1,1,4,3,2,2,2,48,1,79.8184115118666
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43227,14902,22,1,1,1,1,1,1,5,1,1,1,1,73,1,44.2092192842152
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43227,14902,22,1,1,1,1,1,1,5,1,2,2,2,62,1,44.2092192842152
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43227,14902,22,1,1,1,1,1,1,5,1,3,8,2,40,1,44.2092192842152
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43227,14902,22,1,1,1,1,1,1,5,1,4,8,2,26,2,44.2092192842152
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00036,7,1,1,3,1,1,1,4,4,1,1,1,51,1,18.4221580467314
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,03430,03790,20,1,1,3,1,1,1,1,1,1,1,1,48,1,27.065
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,03430,03790,20,1,1,3,1,1,1,1,1,2,2,2,46,1,27.065
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,03430,03790,20,1,1,3,1,1,1,1,1,3,8,2,31,1,27.065
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,03430,03790,20,1,1,3,1,1,1,1,1,4,8,1,29,1,27.065
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,03430,03790,20,1,1,3,1,1,1,1,1,5,8,1,24,1,27.065
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,03430,03790,20,1,1,3,1,1,1,1,1,6,9,2,4,1,27.065
14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,Chiclayo,03430,03790,20,1,1,3,1,1,1,1,1,7,9,1,1,1,27.065
15,LIMA,01,LIMA,40,SANTIAGO DE SURCO,Lima,27154,45939,12,1,1,2,1,1,1,4,2,1,4,2,2,1,79.8184115118666
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43227,14902,22,1,1,1,1,1,1,5,2,1,9,2,78,2,44.2092192842152
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43227,14902,22,1,1,1,1,1,1,5,2,2,9,2,15,2,44.2092192842152
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43227,14902,22,1,1,1,1,1,1,5,5,1,8,2,50,2,44.2092192842152
15,LIMA,01,LIMA,19,LURIN,Lima,2976801,68373,9,1,1,5,1,1,1,3,2,1,1,1,49,2,133.030685853111
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00036,7,1,1,3,1,1,1,4,1,1,4,2,22,1,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00036,7,1,1,3,1,1,1,4,1,2,6,1,6,1,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00036,7,1,1,3,1,1,1,4,1,3,5,1,25,1,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2,1,1,1,10,2,1,9,1,63,2,36.8443160934628
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20031,33776,30,1,1,2,1,1,1,4,2,1,2,2,52,2,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20031,33776,30,1,1,2,1,1,1,4,2,2,1,1,52,2,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,20031,33776,30,1,1,2,1,1,1,4,2,3,9,2,8,2,133.030685853111
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20629,28782,7,1,1,2,1,1,1,2,2,1,2,2,65,2,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20629,28782,7,1,1,2,1,1,1,2,2,2,8,2,33,2,99.7730143898332
15,LIMA,01,LIMA,17,LOS OLIVOS,Lima,20629,28782,7,1,1,2,1,1,1,2,2,3,8,2,28,2,99.7730143898332
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22292,47296,25,1,1,3,1,1,1,2,2,1,1,1,57,2,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22292,47296,25,1,1,3,1,1,1,2,2,2,2,2,57,2,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22292,47296,25,1,1,3,1,1,1,2,2,3,8,1,32,2,133.030685853111
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22292,47296,25,1,1,3,1,1,1,2,2,4,8,2,29,2,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18552,17940,41,1,1,1,1,1,1,3,2,1,2,2,61,2,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18552,17940,41,1,1,1,1,1,1,3,2,2,8,1,44,2,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18552,17940,41,1,1,1,1,1,1,3,2,3,8,2,40,2,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18552,17940,41,1,1,1,1,1,1,3,2,4,9,1,20,2,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18552,17940,41,1,1,1,1,1,1,3,2,5,9,2,14,2,133.030685853111
15,LIMA,01,LIMA,01,LIMA,Lima,25081,37014,12,1,1,1,1,1,1,2,1,2,8,1,15,2,79.8184115118666
15,LIMA,01,LIMA,01,LIMA,Lima,25081,37014,12,1,1,1,1,1,1,2,1,1,2,2,52,2,79.8184115118666
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,25516,38777,4,1,1,3,1,1,1,1,1,2,1,1,60,2,99.7730143898332
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,25516,38777,4,1,1,3,1,1,1,1,1,3,8,1,30,2,99.7730143898332
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,25516,38777,4,1,1,3,1,1,1,1,1,4,8,2,27,2,99.7730143898332
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,25516,38777,4,1,1,3,1,1,1,1,1,5,8,1,26,2,99.7730143898332
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,25516,38777,4,1,1,3,1,1,1,1,1,6,8,2,25,2,99.7730143898332
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,25516,38777,4,1,1,3,1,1,1,1,1,7,8,2,20,2,99.7730143898332
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,25516,38777,4,1,1,3,1,1,1,1,1,1,2,2,55,2,99.7730143898332
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17938,18250,1,1,1,1,1,1,1,7,5,1,2,2,47,1,133.030685853111
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17938,18250,1,1,1,1,1,1,1,7,5,2,8,2,18,1,133.030685853111
07,LIMA,01,CALLAO,02,BELLAVISTA,Lima,17938,18250,1,1,1,1,1,1,1,7,5,3,9,2,60,1,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18007,15261,8,1,1,3,1,1,1,3,2,1,1,1,47,2,99.7730143898332
07,LIMA,01,CALLAO,01,CALLAO,Lima,18007,15261,8,1,1,3,1,1,1,3,2,2,2,2,40,2,99.7730143898332
07,LIMA,01,CALLAO,01,CALLAO,Lima,18007,15261,8,1,1,3,1,1,1,3,2,3,8,1,14,2,99.7730143898332
07,LIMA,01,CALLAO,01,CALLAO,Lima,18200,16323,24,1,1,3,1,1,1,5,3,1,1,1,51,2,99.7730143898332
07,LIMA,01,CALLAO,01,CALLAO,Lima,18200,16323,24,1,1,3,1,1,1,5,3,2,9,2,83,2,99.7730143898332
07,LIMA,01,CALLAO,01,CALLAO,Lima,18203,16302,3,1,1,3,1,1,1,1,1,5,6,1,6,1,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18203,16302,3,1,1,3,1,1,1,1,1,6,6,2,5,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18203,16302,3,1,1,3,1,1,1,1,1,1,4,1,21,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18203,16302,3,1,1,3,1,1,1,1,1,2,4,1,26,1,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18203,16302,3,1,1,3,1,1,1,1,1,3,5,2,24,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18203,16302,3,1,1,3,1,1,1,1,1,4,6,1,7,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18252,17000,1,1,1,3,1,1,1,3,1,1,2,2,53,1,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18252,17000,1,1,1,3,1,1,1,3,1,2,4,1,14,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18252,17000,1,1,1,3,1,1,1,3,1,3,4,2,10,2,133.030685853111
07,LIMA,01,CALLAO,01,CALLAO,Lima,18252,17000,1,1,1,3,1,1,1,3,1,4,9,2,77,1,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19964,32648,2,1,1,2,1,1,1,2,1,1,2,2,64,2,133.030685853111
15,LIMA,01,LIMA,35,SAN MARTIN DE PORRES,Lima,19964,32648,2,1,1,2,1,1,1,2,1,2,9,2,67,2,133.030685853111
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10447,06478,21,1,1,1,1,1,1,2,2,1,2,2,60,2,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10671,07385,14,1,1,2,1,1,1,4,1,1,2,2,63,2,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10671,07385,14,1,1,2,1,1,1,4,1,2,8,2,28,2,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10671,07385,14,1,1,2,1,1,1,4,1,3,9,2,14,2,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10671,07385,14,1,1,2,1,1,1,4,1,4,9,1,14,2,33.7211559817993
02,ANCASH,18,SANTA,01,CHIMBOTE,Chimbote,12202,09703,10,1,1,2,1,1,1,1,8,3,8,1,35,2,17.5677605416671
02,ANCASH,18,SANTA,01,CHIMBOTE,Chimbote,12202,09703,10,1,1,2,1,1,1,1,8,4,8,1,33,2,17.5677605416671
13,LA LIBERTAD,01,TRUJILLO,05,LA ESPERANZA,Trujillo,10322,05020,5,1,1,5,1,1,1,5,2,2,2,2,56,1,33.7211559817993
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18783,18,1,1,4,1,1,1,4,2,1,1,1,54,2,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18783,18,1,1,4,1,1,1,4,2,2,2,2,52,2,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18783,18,1,1,4,1,1,1,4,2,3,4,2,5,2,99.7730143898332
07,LIMA,01,CALLAO,03,CARMEN DE LA LEGUA REYNOSO,Lima,1783202,18783,18,1,1,4,1,1,1,4,3,1,1,1,61,2,99.7730143898332
07,LIMA,01,CALLAO,01,CALLAO,Lima,1796401,15084,19,1,1,4,1,1,1,4,2,1,8,2,29,2,133.030685853111
