CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,ESTRATO,VRESFIN,RESFIN,PRESFIN,THOGAR,NHOGAR,P15,P15_N,P200_N,INF_300,P301_D,P301_M,P301_A,P302,P303_MES,P303_ANIO,P304,P305,P306_1,P306_2,P306_3,P306_4,P306_5,P306_6,P306_7,P307,P307A,P308,P309,P309_1,P310_E,P311,P312,P313,factorfinal
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00231,4,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,08,04,1989,35,8,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,15,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00231,4,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,08,11,1981,35,11,2018,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,15,2.No,4.Regresar a Venezuela,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00231,4,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,3,26,09,2009,35,8,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,15,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00231,4,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,1,26,03,2013,35,8,2018,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,15,1.Sí, , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00232,5,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,1,1,22,02,1971,35,11,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,14,2.No,3.Otro país,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00232,5,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,2,2,07,01,2001,35,12,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,1.No tengo información/no sé qué es, ,14,2.No,1.Chile,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00232,5,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,3,1,02,02,2020,27,2,2020,1.Tumbes,2.No,0,0,0,0,0,0,7.NO TIENE NINGÚN DOCUMENTO,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,14,1.Sí, , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00232,5,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,4,1,02,02,2020,27,2,2020,1.Tumbes,1.Sí,0,0,0,0,0,0,7.NO TIENE NINGÚN DOCUMENTO,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,10,1.Sí, , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00232,5,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,5,1,24,10,2015,35,11,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,14,2.No,4.Regresar a Venezuela, ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00233,6,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,23,04,1991,35,11,2016,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,6.Carné de extranjería para trabajador, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,24,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00233,6,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,2,07,11,1994,35,11,2016,1.Tumbes,1.Sí,0,0,3.Pasaporte vigente,0,0,0,0,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,24,2.No,4.Regresar a Venezuela,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00233,6,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,2,31,07,2015,35,11,2016,4.Lima Aeropuerto,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,3.Carné de extranjería por PTP, ,5.No solicité refugio,8.No he necesitado,1.Cuenta con carné de Extranjería,24,2.No,4.Regresar a Venezuela, ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00236,7,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,12,01,1996,35,7,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,1.No tengo información/no sé qué es, ,23,1.Sí, ,1.Sí,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00236,7,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,1,07,06,2017,35,7,2021,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,1.No tengo información/no sé qué es, ,23,1.Sí, , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00236,7,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,1,30,11,2020,35,7,2021,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,1.No me enteré de que existían estas posibilidades,5.No solicité refugio,1.No tengo información/no sé qué es, ,23,1.Sí, , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00237,8,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,1,1,08,09,1995,35,10,2020,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,14,1.Sí, ,2.No,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00237,8,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,2,2,16,11,2002,35,8,2021,1.Tumbes,2.No,0,2.Cédula de identidad vencida,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"3.Sí, soy refugiado reconocido, con carné de extranjería", , ,14,2.No,4.Regresar a Venezuela,2.No,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00237,8,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,3,3,2,24,01,2020,14,10,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,14,1.Sí, , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00238,9,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,1,1,30,07,1979,35,3,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,3.Pasaporte vigente,0,5.Certificado o partida de nacimiento,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,07,1.Sí, ,2.No,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00038,00238,9,2.Medio bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,2,2,2,22,08,2001,35,3,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,3.Pasaporte vigente,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,07,1.Sí, ,2.No,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00551,26,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,05,10,1981,35,1,2022,1.Tumbes,2.No,0,2.Cédula de identidad vencida,0,4.Pasaporte vencido,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,08,1.Sí, ,1.Sí,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00551,26,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,16,03,2006,35,1,2022,2.Tacna,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,6.Problemas económicos, ,08,1.Sí, ,2.No,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00551,26,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,3,06,10,2009,35,1,2022,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,6.Problemas económicos, ,08,1.Sí, ,1.Sí,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00551,26,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,4,12,11,2002,35,1,2022,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,08,1.Sí, ,1.Sí,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00558,33,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,1,1,04,05,1988,35,11,2018,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, ,2.No,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00558,33,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,2,2,07,03,1981,35,2,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, ,2.No,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00558,33,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,3,3,15,05,2006,35,2,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, ,2.No,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00558,33,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,4,4,01,12,2007,35,2,2019,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, ,2.No,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00558,33,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,5,1,10,05,2011,35,2,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00558,33,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,6,1,11,06,2013,35,2,2019,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00558,33,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,7,7,1,28,07,2015,35,2,2019,1.Tumbes,2.No,0,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,"1.Sí, solicité refugio, decisión pendiente", , ,14,1.Sí, , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00548,15,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,1,1,17,05,1985,35,8,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,6.No tengo interés en tramitarlo/solicitarlo,5.No solicité refugio,2.No sé cómo hacerlo, ,15,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00548,15,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,2,2,23,10,1980,35,8,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,15,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00548,15,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,3,3,21,08,2002,35,8,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,1.No tengo información/no sé qué es, ,15,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00039,00548,15,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,4,4,4,05,08,2005,35,8,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,2.No sé cómo hacerlo, ,15,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,1,1,04,02,1991,35,4,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,16,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,2,2,28,04,1994,35,6,2019,1.Tumbes,1.Sí,0,2.Cédula de identidad vencida,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,16,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,3,2,19,07,2012,35,6,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,16,1.Sí, , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,4,2,16,03,2016,35,6,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,16,1.Sí, , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,5,2,07,01,2019,35,6,2019,1.Tumbes,1.Sí,0,0,0,0,5.Certificado o partida de nacimiento,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,"1.Sí, solicité refugio, decisión pendiente", , ,16,1.Sí, , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,6,2,19,08,2020,27,8,2021,1.Tumbes,1.Sí,0,0,0,0,0,0,7.NO TIENE NINGÚN DOCUMENTO,13.DNI, ,5.No solicité refugio,8.No he necesitado,2.Cuenta con DNI,16,1.Sí, , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,7,7,13,09,1954,35,4,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,6.Problemas económicos, ,16,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,8,8,18,05,1972,35,4,2019,1.Tumbes,2.No,0,2.Cédula de identidad vencida,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,8.No he necesitado,3.Otro,16,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00601,1,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,9,9,9,05,09,2005,35,4,2019,1.Tumbes,2.No,0,2.Cédula de identidad vencida,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,8.No he necesitado,3.Otro,16,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00602,2,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,1,1,24,05,1987,35,5,2019,1.Tumbes,1.Sí,1.Cédula de identidad vigente,0,0,4.Pasaporte vencido,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,5.Me dijeron que no era necesario, ,23,1.Sí, ,1.Sí,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00602,2,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,2,2,24,10,1994,35,10,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,0,0,0,1.Carné de Permiso Temporal de Permanencia (CPP), ,5.No solicité refugio,8.No he necesitado,3.Otro,15,1.Sí, ,2.No,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00040,00602,2,1.Bajo,1.Completa,1.Completa,1.COMPLETA,1,1,1.Sí,5,3,2,18,05,2011,35,10,2021,1.Tumbes,2.No,1.Cédula de identidad vigente,0,0,0,5.Certificado o partida de nacimiento,0,0,15.NO CUENTA CON UN PERMISO MIGRATORIO,7.Otro,5.No solicité refugio,5.Me dijeron que no era necesario, ,15,1.Sí, , ,12.2814386978209
