Código,Descripción del producto,Valor importado en 2002,Valor importado en 2003,Valor importado en 2004,Valor importado en 2005,Valor importado en 2006,Valor importado en 2007,Valor importado en 2008,Valor importado en 2009,Valor importado en 2010,Valor importado en 2011,Valor importado en 2012,Valor importado en 2013,Valor importado en 2014,Valor importado en 2015,Valor importado en 2016,Valor importado en 2017,Valor importado en 2018,Valor importado en 2019,Valor importado en 2020,Valor importado en 2021
851762,Máquinas para la recepción; conversación y transmisión o regeneradores de voz; imagenes; incl. ...,0,0,0,0,0,0,0,0,0,0,0,0,193704,154261,61434,42563,19566,18232,26696,66840
190190,Extracto de malta; preparaciones alimenticias de harina; grañones; sémola; almidón; fécula ...,9991,2554,1589,4104,3175,10402,37922,68713,11887,15353,18118,12349,17873,6434,2787,8664,46637,53900,39799,64659
160100,Embutidos y productos similares de carne; despojos; sangre o insectos; preparaciones alimenticias ...,349,111,8655,8830,7405,8576,13411,13569,1463,26552,6101,5791,308,43,140,27,15,121,17799,64197
961900,Compresas y tampones higiénicos; pañales para bebés y artículos similares; de cualquier materia,0,0,0,0,0,0,0,0,0,0,0,0,89491,161327,27872,49662,34973,64813,90746,61481
190120,Mezclas y pastas de harina; grañones; sémola; almidón; fécula o extracto de malta; sin cacao ...,435,199,232,670,581,2573,641,958,822,477,464,950,350,69,1169,7354,1624,15102,35930,57537
151710,Margarina (exc. margarina líquida),1642,3971,9821,5749,770,3836,6824,6966,1043,41804,9076,6970,66500,32570,9620,3824,482,9181,41889,54596
300220,Vacunas para medicina humana,3631,6649,5230,5840,7113,18592,13766,8170,5206,31887,34260,11719,64556,35322,19572,14728,14250,19803,5988,53506
150710,"""Aceite de soja """"soya"""" en bruto; incl. desgomado""",95274,127742,155802,112882,146469,265168,290341,213915,235304,316368,298663,374486,388942,304454,181088,125652,189249,8469,54426,53130
640299,"""Calzado con suela y parte superior de caucho o plástico (exc. el que cubra el tobillo o con ...",12549,6315,21457,30539,28679,62202,70276,36299,34383,56284,72403,33411,96626,36349,32624,29451,27031,65914,68918,50829
950300,Triciclos; patinetes; coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas ...,0,0,0,0,0,0,0,0,0,0,0,0,49129,36491,47857,13910,30084,43653,33079,49253
940540,Aparatos eléctricos de alumbrado; n.c.o.p.,2852,1812,3719,8796,12098,38984,49517,37574,9965,25011,34960,17369,27028,60840,22309,14613,7077,13261,27362,45696
871410,Partes y accesorios de vehículos de las partidas 8711 a 8713 : De motocicletas; incluidos los ...,0,0,0,0,0,0,0,0,0,0,0,0,17634,9158,11357,5119,2359,9645,25259,44458
401120,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en autobuses o ...",36992,31602,56017,98317,114616,162296,224674,191405,131007,197724,275001,172400,178034,91604,56116,37663,58140,80835,52931,43957
841510,"""Máquinas y aparatos para acondicionamiento de aire; de pared o para ventanas; formando un ...",26315,10990,36234,102246,108593,221984,277314,161102,82072,134163,150762,56897,170551,63141,72584,52805,18202,37853,47083,43752
100119,Trigo duro (exc. ??las de siembra para siembra),0,0,0,0,0,0,0,0,0,0,0,0,160817,194698,58697,85181,118535,35350,30510,42298
390210,Polipropileno; en formas primarias,2340,2717,6983,2636,2166,7285,53436,13618,2322,48453,65062,52568,46920,3531,1905,1068,13973,11742,19203,42035
870210,"""Vehículos automóviles para transporte de >= 10 personas; incl. el conductor; con motor de ...",33555,23506,24887,50430,50201,151941,93183,11839,24469,51645,30460,262,205920,76237,102673,386,10306,18538,38618,37417
340220,Preparaciones tensoactivas; preparaciones para lavar; incl. las preparaciones auxiliares de ...,16779,5527,4045,7117,9499,33944,41374,40087,31103,30430,36281,60127,20091,16291,11334,8029,12282,43360,47817,36619
850423,Transformadores de dieléctrico líquido; de potencia > 10.000 kVA,9616,14584,12461,8397,12162,47891,84343,60747,144699,175379,47493,90822,46245,57367,27103,8950,12733,11,6,36418
853950,Lámparas y tubos de diodos emisores de luz (LED),0,0,0,0,0,0,0,0,0,0,0,0,,,,4022,3235,10822,20657,35259
382200,Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico ...,13774,9702,12257,20052,21063,37523,47526,67837,216635,358309,87237,61822,65754,40912,47830,43474,40618,4618,28779,33094
521142,"""Tejidos de mezclilla """"denim""""; con un alto contenido de algodón; pero < 85% en peso; mezclado ...",216,493,3860,9447,15096,22649,14722,9357,11189,25540,27580,13922,12584,4286,4303,4750,4844,10946,7384,31498
270900,Aceites crudos de petróleo o de mineral bituminoso,5878,66,1023,24,1,22,1,3,29,3,0,0,123083,,1,1,47749,,1,31475
740811,Alambre de cobre refinado; con la mayor dimensión de la sección transversal > 6 mm,26419,25969,46550,61744,104433,175451,201081,78424,118370,138128,164516,159624,55380,15597,9426,9508,3387,8461,11060,30134
310520,Abonos minerales o químicos con los tres elementos fertilizantes: nitrógeno; fósforo y potasio ...,7480,12989,34215,64715,32482,37207,123590,34952,50698,132523,215311,231850,243714,214317,106427,48057,71441,13800,16682,29859
852872,Aparatos receptores para televisión en color; sin radio receptor incorporado; aparatos reproductodes ...,0,0,0,0,0,0,0,0,0,0,0,0,144887,60948,26195,5860,16900,31217,53380,29710
190531,Galletas dulces (con adición de edulcorante),0,0,0,0,13650,24420,32327,26297,20415,18314,20133,22198,24193,11371,10074,6612,1614,2984,12108,29233
390110,Polietileno de densidad < 0;94; en formas primarias,3539,4998,6897,16397,9356,11143,43536,11494,14110,33762,57694,51953,29362,14795,6293,1882,9488,10988,15542,28055
870899,Partes y accesorios de tractores; vehículos automóviles para transporte de >= 10 personas; ...,47654,31985,68662,127106,138394,204695,227369,176137,125003,163918,204436,90832,324100,114901,76908,40920,25268,28336,38232,27870
170490,Artículos de confitería sin cacao; incl. el chocolate blanco (exc. chicle),22658,20906,35723,52938,55594,95803,102292,81175,63811,122508,150102,191790,215211,78174,110455,31169,19627,3880,12761,26572
600632,"""Tejidos de punto; de anchura > 30 cm; de fibras sintéticas; teñidos (exc. tejidos de punto ...",0,0,0,0,14565,33462,56077,29637,7541,12927,13824,8181,17031,10543,10765,9495,7179,10567,10359,25979
340111,Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón; en barras; panes; ...,19599,17183,20425,28723,28267,54405,61309,58256,54758,72903,61514,80084,48218,27819,8411,10988,7402,13818,16895,25801
271312,Coque de petróleo; calcinado,62253,57254,59619,62600,79564,77555,93113,92175,33202,58355,18949,20644,19976,28641,23207,20775,16895,,,25613
871120,"""Motocicletas; incl. los ciclomotores; con motor de émbolo """"pistón"""" alternativo de cilindrada ...",8594,2068,5327,21214,68879,146849,77419,4657,270,123,194,446,43409,11888,7578,1725,652,1147,6534,24942
390120,Polietileno de densidad >= 0;94; en formas primarias,1912,10784,8499,10524,12678,67287,69249,8806,10244,19235,37871,80688,35254,6282,1446,972,10610,10337,16621,24061
850710,"""Acumuladores de plomo; de los tipos utilizados para arranque de motores de émbolo """"pistón"""" ...",6414,6493,10098,21342,19198,39865,61443,46644,43533,39273,46087,35720,28255,43881,10789,6920,6154,17020,20404,24025
401110,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en automóviles ...",23461,13872,33630,70223,61084,69294,66828,95372,69867,122739,157284,66325,65018,41084,58988,37924,57177,97305,27116,23921
851660,"""Hornos; cocinas; calentadores; incl. las mesas de cocción; parrillas y barcacoas """"parrillas"""" ...",5626,3348,9109,10573,12734,20522,28750,21447,16591,22521,32713,18402,44764,38363,30330,10511,2071,8049,20403,23906
120190,Habas de soja; incluso quebrantadas (exc. ??las de siembra para siembra),0,0,0,0,0,0,0,0,0,0,0,0,80790,73812,43426,27515,81894,5600,13486,23584
850980,"""Aparatos electromecánicos con motor eléctrico incorporado; de uso doméstico (exc. aspiradoras; ...",1248,868,1869,3388,4050,4761,6203,5557,3907,5592,7157,3313,2346,776,1003,684,1629,5579,17038,23552
851770,Partes de telefonos; telefonos celulares o para radiofonias u otros aparatos de transmisión ...,0,0,0,0,0,0,0,0,0,0,0,0,76937,41608,19110,11992,5297,11776,9649,23420
071333,"""Judías """"porotos; alubias; frijoles; fréjoles"""" común """"Phaseolus vulgaris""""; seca y desvainada; ...",31699,30756,30317,20445,29460,64200,64674,93954,85018,69685,116147,74548,125484,45943,23393,64931,80481,37472,15937,20963
110220,Harina de maíz,0,41,0,2,0,1,1,0,2,0,0,0,,,1565,28564,77934,7513,21359,19636
640419,Calzado con suela de caucho o plástico y parte superior de materia textil (exc. calzado de ...,8580,3589,5656,10412,8691,14961,24581,15630,17859,39690,45814,29314,54793,24238,28308,20088,17540,39288,19371,19425
381519,Catalizadores sobre soporte; n.c.o.p. (exc. con níquel o sus compuestos o con metal precioso ...,9868,8992,22615,10442,4322,7239,48813,29978,31370,12474,10679,21592,29581,29131,8429,6997,9407,3502,13077,19145
110710,"""Malta """"de cebada u otros cereales""""; sin tostar""",46762,52816,78877,89006,76409,143866,212916,157998,150213,117915,154769,133928,89195,70979,30690,34306,13729,7521,8130,18141
390761,"""Poli""""tereftalato de etileno""""; en formas primarias; con un índice de viscosidad >= 78 ml/g""",0,0,0,0,0,0,0,0,0,0,0,0,,,,19237,24675,10711,14261,17700
220830,Whisky,114513,82377,204072,112797,121802,187005,122508,154613,75260,175724,146137,125908,88726,31439,21860,22713,16623,24343,23832,17614
180690,Chocolate y demás preparaciones alimenticias que contengan cacao; en recipientes o envases ...,5131,4621,9970,14883,17443,30292,29974,25721,19290,36378,36868,37620,56466,27748,30280,6318,7752,2304,8225,17515
870324,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",221195,83408,260938,388784,548401,951146,140665,18766,128793,16503,68776,22982,11940,38841,64433,38044,22841,29922,25290,17148
220710,Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico >= 80% vol,1293,686,2819,403,233,242,243,411,909,255,695,82,130,4,38,8,137,2,4575,17024
190532,"""Barquillos y obleas; incluso rellenos """"gaufrettes; wafers"""" y """"waffles [gaufres]""""""",0,0,0,0,5909,10292,8993,8169,4549,9541,12113,15786,32791,8286,4462,5883,615,1228,8371,16721
151190,Aceite de palma y sus fracciones; incl. refinados; sin modificar químicamente (exc. aceite ...,2480,12093,18635,2676,2883,4713,11002,10564,13119,27439,21295,20216,20778,31436,7079,1650,9726,17397,14427,16521
100510,Semillas de maíz para la siembra,8405,6986,20546,19118,19515,20610,25529,26511,41746,46877,51514,48321,55771,71162,87752,61740,48092,34195,18312,16292
330610,Dentífricos; incl. los utilizados por los dentistas,8893,9222,9616,12384,9075,27595,16959,23485,11438,17939,10870,44336,8163,28253,4446,8360,2096,9146,20407,16227
300215,Productos inmunológicos acondicionados en dosis medidas o en formas o envases para la venta ...,0,0,0,0,0,0,0,0,0,0,0,0,,,,11474,9996,8020,34321,15808
330300,Perfumes y aguas de tocador,15987,11839,16728,29096,38036,52264,81747,59550,37930,62054,72050,45738,67064,40779,36701,27181,22302,27110,13049,15708
071310,"""Guisantes """"arvejas; chícharos"""" """"Pisum sativum""""; secos; desvainados; aunque estén mondados ...",4021,2422,4206,4919,4766,11002,10191,5354,8871,10336,22466,19719,13981,844,2002,3376,4453,3672,3825,15580
841830,"""Congeladores horizontales del tipo arcón """"cofre""""; de capacidad <= 800 l""",3134,841,4643,8619,17177,17516,33598,26254,24906,49174,66682,23026,10735,6759,5632,2232,1851,6262,10009,15536
160414,"""Preparaciones y conservas de atún; de listado y de bonito """"Sarda spp.""""; enteros o en trozos ...",12444,3355,25569,26235,35463,67890,163296,215652,115806,160416,174813,194954,219519,25234,12712,13824,33562,24423,7582,15351
870323,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",349449,121478,501339,1038657,1104415,2761061,850007,24499,96099,125653,172878,55339,135645,415347,70713,40890,10338,16901,24014,15195
870421,"""Vehículos automóviles para el transporte de mercancías; con solo motor de émbolo (pistón) ...",4019,1425,7339,35777,34708,54678,13888,11856,8751,6423,21493,14809,20361,3484,3359,6775,2142,3772,19954,14663
392490,Artículos de uso doméstico y artículos de higiene o tocador; de plástico (exc. vajilla y demás ...,7084,2639,3961,7319,6600,12060,14383,12545,11497,17226,22117,15097,9485,3405,2371,1934,1435,4401,9046,14543
020712,Gallos y gallinas de especies domésticas; sin trocear; congelados,0,3810,21523,34956,31091,16260,167316,108731,3904,365467,406990,438618,686317,317265,128700,47588,146,3,3333,14415
300420,"""Medicamentos; que contengan antibióticos; dosificados """"incl. los administrados por vía transdérmica"""" ...",32285,36926,45965,64133,71977,103350,118799,154499,163987,180366,207585,197922,154213,105170,84481,10751,7030,7484,9404,14288
841590,Partes de máquinas y aparatos para acondicionamiento de aire que comprenden un ventilador con ...,6987,3290,7759,18593,19854,33893,14824,12162,17947,18738,24417,18858,27781,25663,11954,8052,4578,12867,8476,13924
040221,"""Leche y nata """"crema""""; en polvo; gránulos o demás formas sólidas; con un contenido de materias ...",81748,104972,94423,108403,105738,172320,683688,393347,146102,651350,817684,682560,708505,894501,208391,61492,31080,15104,2487,13829
392690,Artículos de plástico y manufacturas de las demás materias de las partidas 3901 a 3914; ncop ...,36524,18637,32310,49657,66748,84278,84510,67906,61068,85098,89858,100342,42513,31133,15475,13285,6162,8384,11209,13707
392020,Placas; láminas; hojas y tiras; de polímeros no celulares de propileno y sin esfuerzo; estratificación ...,12405,15070,22815,27632,23991,41176,40307,25433,25475,59499,55742,19813,28007,37329,21981,1208,3151,2667,7843,13536
847050,Cajas registradoras con dispositivo para cálculo incorporado,2197,765,2854,3990,4592,19596,48328,36320,10263,25905,40734,22574,12024,18127,11941,8371,5560,24183,11975,13370
390140,copolímeros de etileno-alfa-olefinas; que tienen una gravedad específica de <0;94; en formas ...,0,0,0,0,0,0,0,0,0,0,0,0,,,,2795,6353,7578,7888,13235
871200,Bicicletas y demás velocípedos; incluidos los triciclos de reparto; sin motor,3392,2712,2818,5476,6091,0,11510,9464,15814,22780,35277,19100,15708,8526,12218,714,761,2740,13974,12661
690721,Baldosas y losas para pavimentos; chimeneas o muros; de un coeficiente de absorción de agua ...,0,0,0,0,0,0,0,0,0,0,0,0,,,,7095,4421,5813,6545,12501
843810,Máquinas y aparatos para panadería; pastelería; galletería o la fabricación de pastas alimenticias ...,2989,2340,1933,11704,3362,12304,8206,26752,8162,15782,53618,15748,9391,4868,1190,1128,503,1355,1115,12296
841810,Frigoríficos-congeladores combinados; con puertas o cajones exteriores independientes; o combinaciones ...,17686,14261,45444,103701,137427,189116,222039,119965,74183,121395,176455,119021,42358,36867,38032,38298,28782,7203,9801,12182
392410,Vajilla y demás artículos para servicio de mesa o de cocina; de plástico,8336,7112,9449,17791,19228,35037,35503,28996,14059,20593,25051,17441,13771,5900,4620,3301,3136,4643,6963,11974
640399,Calzado con suela de caucho; plástico; cuero regenerado y parte superior de cuero natural (exc. ...,18712,8050,13543,21575,25022,84729,83989,46560,29713,50483,63459,31411,26039,35005,5148,6742,2708,11924,7244,11966
854449,Conductores eléctricos; para una tensión <= 80 V; sin piezas de conexión; n.c.o.p.,4943,2451,5021,7777,11252,21180,19140,30941,16274,35764,27749,67728,78003,169257,43827,20231,18988,14556,11600,11934
850440,Convertidores estáticos,14610,9673,23104,34072,44948,71995,80237,74219,59519,82872,108679,100084,64724,46352,49021,21896,27545,11625,8006,11876
220421,Vino de uvas frescas; incl. encabezado; mosto de uva; en el que la fermentación se ha impedido ...,10992,9156,12651,17516,20190,37816,38638,30627,15199,33546,43241,21305,27537,6332,5599,3761,2718,5687,8862,11869
230990,Preparaciones de los tipos utilizados para la alimentación de los animales (exc. alimentos ...,30624,12460,20974,30189,31392,30359,43254,34525,43782,52962,77898,65292,71511,33003,30950,16225,15959,11287,8583,11777
847190,Lectores magnéticos y ópticos; máquinas para registro de datos sobre soporte en forma codificada ...,6857,3975,8766,12733,34192,31361,20784,15641,30648,20944,26177,30571,5904,8815,10032,4370,6284,9431,4115,11667
852352,"""Tarjetas provistas de un circuito integrado electrónico [""""tarjetas inteligentes"""" """"smart ...",0,0,0,0,0,0,0,0,0,0,0,0,81369,38952,16473,19889,15099,6946,4871,11662
847130,Máquinas automáticas para tratamiento o procesamiento de datos; digitales; portátiles; de peso ...,13178,13742,47242,85587,124395,212645,187742,145027,145919,230004,164382,173384,190276,366700,19845,9623,6402,9601,8589,11659
848180,Artículos de grifería y órganos reguladores simil. para tuberías (exc. válvulas reductoras ...,72137,51310,87044,120783,138983,173851,220198,173932,129585,198295,291767,268885,179084,141048,76708,46395,23652,13314,17125,11586
481910,Cajas de papel o cartón corrugado,3762,3464,3684,4110,4884,12507,13759,13699,8742,17082,23933,15328,8096,7293,2044,6726,13121,22939,13056,11236
640220,"""Calzado con suela y parte superior de caucho o plástico; con la parte superior de tiras o ...",4094,1467,3126,8395,8595,28141,32408,53988,39547,45084,45054,27869,19424,9230,6488,7558,10480,22721,20978,11138
071340,Lentejas secas desvainadas; aunque estén mondadas o partidas,5172,3874,5862,7297,3367,5993,8926,11556,20550,41102,40790,39605,16325,351,2906,22841,72826,12288,6917,11081
910221,"""Relojes de pulsera automáticos; incl. con contador de tiempo incorporado (exc. con caja de ...",2970,2854,8674,10970,8718,17197,13075,12876,8299,10686,11431,11955,20682,14393,14202,13296,10707,10747,9707,11059
190590,"""Productos de panadería; pastelería o galletería; incl. con adición de cacao; hostias; sellos ...",6673,4166,6117,10420,10550,15954,19805,15726,11120,13584,15332,18744,15270,7458,11790,4969,1500,2183,6023,10992
392010,Placas; láminas; hojas y tiras; de polímeros no celulares de etileno y sin esfuerzo; estratificación ...,15108,18580,17337,24370,22136,38739,35441,22250,24125,31341,39912,39178,42488,35986,13274,7462,5057,6272,5693,10546
844399,Partes y accesorios de impresoras; fotocopiadoras y máquinas facsímiles; n.c.o.p. (exc. máquinaria ...,0,0,0,0,0,0,0,0,0,0,0,0,39240,28609,9568,10051,7755,5126,2107,10386
841370,Bombas centrífugas; accionadas mecánicamente (exc. bombas de las subpartidas 8413.11 u 8413.19; ...,15005,9294,15247,21032,25704,41182,71459,42432,32603,42624,76411,77602,112092,69976,25214,18106,13902,9010,9891,10348
330210,Mezclas de sustancias odoríferas y mezclas; incl. las disoluciones alcohólicas; a base de una ...,45755,38717,46235,57317,53154,63224,73028,67082,71392,83757,127818,176848,45946,28382,14508,13130,6095,4664,7883,10226
901920,Aparatos de ozonoterapia; oxigenoterapia y aerosolterapia; aparatos respiratorios de reanimación ...,2478,2184,3588,6525,7562,17624,28837,30635,56109,100304,33622,10994,2867,2918,1092,8397,658,3332,3054,10175
721012,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; laminados en frío o en ...,13598,4300,4173,1990,1199,617,898,710,460,1234,6737,16010,31607,10134,14226,7939,1725,3607,3971,10133
401699,Manufacturas de caucho vulcanizado sin endurecer; n.c.o.p.,10755,9550,15537,24432,25828,41635,52705,38014,34399,36239,42050,28268,17589,8389,5896,3103,2845,1590,6502,10062
600634,"""Tejidos de punto; de anchura > 30 cm; de fibras sintéticas; estampados (exc. tejidos de punto ...",0,0,0,0,3467,9234,17741,10915,2904,2411,4029,4145,4969,2089,5445,5953,2283,1865,3660,10044
910121,"""Relojes de pulsera de metal precioso o chapado de metal precioso """"plaqué""""; automáticos (exc. ...",767,403,1410,2573,2825,5035,6872,5154,2861,3527,2090,4737,19791,13769,8292,9845,10753,9244,7257,10034
320611,Pigmentos y preparaciones a base de dióxido de titanio; con un contenido de dióxido de titanio ...,13687,11665,18372,30142,26327,34095,36812,27465,29986,49507,87034,41141,44700,16792,7073,8202,2377,1221,3299,10034
340211,Agentes de superficie orgánicos; aniónicos; incl. acondicionados para la venta al por menor ...,1474,1562,2216,3798,2783,5388,6263,4437,11262,16534,16562,19049,26491,29119,10511,5046,15528,10167,12431,10013
901831,Jeringas; incl. con aguja; para uso médico,5316,3320,7750,8542,6047,11584,14935,11725,10582,18246,19392,12522,12018,19307,2144,7333,5337,11484,2801,9954
847150,Unidades de proceso digitales; para máquinas automáticas para tratamiento o procesamiento de ...,33571,21197,54175,76548,83843,162295,91883,48074,27838,30812,44705,39738,30671,33613,25544,25915,28044,4870,8433,9936
340119,Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón; en barras; panes; ...,5096,7883,6014,7520,5863,10929,10183,15171,5402,5852,5709,4397,5040,4236,4972,2953,3121,10075,11918,9895
390230,Copolímeros de propileno; en formas primarias,2163,2414,5723,4487,3741,7618,17471,6855,5051,11004,8378,10411,38371,9934,12915,1282,5177,3437,3887,9885
151790,Mezclas y preparaciones alimenticias de materias grasas y aceites; animales o vegetales; o ...,3779,1711,3357,5720,1966,2361,2619,1544,1752,2223,2883,2010,1069,522,2803,4179,1021,4678,12888,9852
940510,Lámparas y demás aparatos eléctricos de alumbrado; para colgar o fijar al techo o a la pared ...,5634,4749,4778,13754,13582,21139,23846,24228,24559,27956,36338,40780,11491,10022,6638,3914,2873,5163,7151,9666
845020,Máquinas para lavar ropa; de capacidad unitaria; expresada en peso de ropa seca > 10 kg,6338,3377,16056,41818,74298,91249,144809,79212,22896,42708,70568,52566,17439,21089,34667,17725,4896,8574,6873,9636
841330,Bombas de carburante; aceite o refrigerante; para motores de encendido por chispa o compresión,14118,10873,20984,29432,32061,61075,72112,59395,30392,44562,56265,39215,18379,10491,17049,9215,3366,5163,6173,9604
630900,Artículos de prendería,3,8,3,4,0,0,0,0,0,0,0,0,468,173,1955,479,643,1384,5120,9594
293040,Metionina,4647,4597,4668,6332,7476,11195,18562,35443,35908,45249,42528,32892,594,3699,33175,9882,110,544,2073,9591
901890,Instrumentos y aparatos de medicina; cirugía o veterinaria; n.c.o.p.,19640,13487,27723,52257,55123,207052,191387,228856,405251,525068,498673,291061,92697,58411,33746,24611,22178,20293,10484,9568
190110,Preparaciones alimenticias de harina; grañones; sémola; almidón; fécula o extracto de malta; ...,14964,17955,18658,26712,48018,57656,214247,100442,96065,163064,186794,188556,121128,104430,32731,3089,3191,4598,10456,9468
871499,Partes y accesorios de ciclos; n.c.o.p.,2424,924,1506,3080,5209,12348,23079,25930,8843,14747,23983,23621,10303,6635,9646,7729,6150,7788,6890,9457
240220,Cigarrillos que contengan tabaco,424,246,203,120,48,699,203,495,1704,461,142,0,7406,552,3772,2545,10089,26325,19883,9445
200290,Tomates; preparados o conservados sin vinagre ni ácido acético (exc. enteros o en trozos),9135,11613,18720,13816,10209,16667,33210,43416,37220,35199,26911,33434,24277,13410,16986,7821,4907,3969,8305,9409
620342,"""Pantalones largos; pantalones con peto; pantalones cortos """"calzones"""" y """"shorts""""; de algodón; ...",16201,7272,13032,24308,22891,102708,122259,43998,40012,56125,73701,57370,34774,24243,16110,4423,4559,10461,8444,9387
851821,"""Cajas acústicas con un altavoz """"altoparlante"""" montado en su caja""",1529,467,1457,6081,10448,24714,18565,8053,12285,13450,15537,8477,3151,1891,810,621,261,1453,3065,9359
841430,Compresores de los tipos utilizados en los equipos frigoríficos,19975,14461,29085,46480,36996,60608,62891,46434,37566,54767,63280,34474,20737,15686,9006,9565,4416,7206,11177,9253
392330,"""Bombonas """"damajuanas"""" botellas; frascos y artículos simil. para transporte o envasado; de ...",20726,7129,9338,22839,34341,61664,65612,77803,23959,32809,23534,14349,11767,4430,2510,1400,2313,4138,7038,9197
840999,"""Partes identificables como destinadas exclusiva o principalmente a motores de émbolo """"pistón"""" ...",21267,19179,28436,46125,38326,66855,62648,58504,50822,75548,104684,93638,40257,35668,21314,17966,9964,8195,8567,9109
540752,Tejidos de hilados con un contenido de filamentos de poliésteres texturados >= 85% en peso; ...,1428,1504,9941,13539,12649,4457,1281,1093,2034,7190,10737,11356,12052,9499,10523,4186,2454,3302,3753,8952
691010,"""Fregaderos """"piletas para lavar""""; lavabos; pedestales de lavabo; bañeras; bidés; inodoros; ...",2108,2294,5135,6495,10509,32113,20093,17076,12460,18278,33858,15646,8716,28081,3661,12158,1062,7676,7541,8830
401140,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en motocicletas""",1502,858,1842,3331,1941,5638,12119,13686,6493,19918,24787,20964,21456,10308,5881,5812,3001,7842,11520,8775
