From HS 2017,To SITC Rev. 3
220410,11215
220421,11217
220422,11217
220429,11217
220430,11211
220510,11213
220590,11213
220600,1122
220710,51215
220720,51216
220820,11242
220830,11241
220840,11244
220850,11245
220860,11249
220870,11249
220890,11249
220900,09844
230110,08141
230120,08142
230210,08124
230230,08126
230240,08129
230250,08123
230310,08151
230320,08152
230330,08153
230400,08131
230500,08132
230610,08133
230620,08134
230630,08135
230641,08136
230649,08136
230650,08137
230660,08138
230690,08139
230700,08194
230800,08119
230910,08195
230990,08199
240110,1211
240120,1212
240130,1213
240210,1221
240220,1222
240290,12231
240311,12232
240319,12232
240391,12239
240399,12239
250100,2783
250200,2742
250300,2741
250410,27822
250490,27822
250510,27331
250590,27339
250610,27851
250620,27851
250700,27826
250810,27827
250830,27829
250840,27829
250850,27829
250860,27829
250870,27829
250900,27891
251010,27231
251020,27232
251110,27892
251120,27892
251200,27895
251310,27722
251320,27722
251400,27311
251511,27312
251512,27312
251520,27312
251611,27313
251612,27313
251620,27313
251690,27313
251710,2734
251720,2734
251730,2734
251741,2734
251749,2734
251810,27823
251820,27823
251830,27823
251910,27824
251990,27825
252010,27323
252020,27324
252100,27322
252210,66111
252220,66112
252230,66113
252310,66121
252321,66122
252329,66122
252330,66123
252390,66129
252410,2784
252490,2784
252510,27852
252520,27852
252530,27852
252610,27893
252620,27893
252800,27894
252910,27853
252921,27854
252922,27854
252930,27853
253010,27898
253020,27899
253090,27899
260111,2815
260112,2816
260120,2814
260200,2877
260300,2831
260400,2841
260500,28793
260600,2851
260700,2874
260800,2875
260900,2876
261000,28791
261100,28792
261210,2861
261220,2862
261310,28781
261390,28782
261400,28783
261510,28784
261590,28785
261610,28911
261690,28919
261710,28799
261790,28799
261800,27861
261900,27862
262011,2881
262019,2881
262021,2881
262029,2881
262030,2881
262040,2881
262060,2881
262091,2881
262099,2881
262110,27869
262190,27869
270111,3211
270112,32121
270119,32122
270120,3221
270210,32221
270220,32222
270300,3223
270400,3250
270500,3450
270600,33521
270710,33522
270720,33523
270730,33524
270740,33525
270750,33525
270791,33525
270799,33525
270810,33531
270820,33532
270900,3330
271012,334
271019,334
271020,334
271091,334
271099,334
271111,3431
271112,3421
271113,3425
271114,3441
271119,3442
271121,3432
271129,3449
271210,33511
271220,33512
271290,33512
271311,33542
271312,33542
271320,33541
271390,33541
271410,27896
271490,27897
271500,33543
271600,3510
280110,52224
280120,52225
280130,52225
280200,52226
280300,5221
280410,52221
280421,52221
280429,52221
280430,52221
280440,52221
280450,52222
280461,52223
280469,52223
280470,52222
280480,52222
280490,52222
280511,52228
280512,5222
280519,5222
280530,5222
280540,52227
280610,52231
280620,52231
280700,52232
280800,52233
280910,52234
280920,52234
281000,52235
281111,52236
281112,52236
281119,52236
281121,52239
281122,52237
281129,52239
281211,52241
281212,52241
281213,52241
281214,52241
281215,52241
281216,52241
281217,52241
281219,52241
281290,52241
281310,52242
281390,52242
281410,52261
281420,52261
281511,52262
281512,52263
281520,52264
281530,52264
281610,52265
281640,52265
281700,52251
281810,52267
281820,2852
281830,52266
281910,52252
281990,52252
282010,52253
282090,52253
282110,52254
282120,52254
282200,52255
282300,52256
282410,52257
282490,52257
282510,52268
282520,52269
282530,52269
282540,52269
282550,52269
282560,52269
282570,52269
282580,52269
282590,52269
282612,5231
282619,5231
282630,5231
282690,5231
282710,52321
282720,52322
282731,52329
282732,52329
282735,52329
282739,52329
282741,52329
282749,52329
282751,52329
282759,52329
282760,52329
282810,52331
282890,52331
282911,52332
282919,52339
282990,52339
283010,52341
283090,52342
283110,52343
283190,52343
283210,52344
283220,52344
283230,52344
283311,52345
283319,52345
283321,52349
283322,52349
283324,52349
283325,52349
283327,52349
283329,52349
283330,52349
283340,52349
283410,52351
283421,52352
283429,52359
283510,52361
283522,52363
283524,52363
283525,52363
283526,52363
283529,52363
283531,52364
283539,52365
283620,52372
283630,52373
283640,52374
283650,52379
283660,52379
283691,52379
283692,52379
283699,52379
283711,52381
283719,52381
283720,52381
283911,52383
283919,52383
283990,52383
284011,52384
284019,52384
284020,52384
284030,52384
284130,52431
284150,52431
284161,52431
284169,52431
284170,52431
284180,52431
284190,52431
284210,52389
284290,52389
284310,52432
284321,52432
284329,52432
284330,52432
284390,52432
284410,52511
284420,52513
284430,52515
284440,52519
284450,52517
284510,52591
284590,52591
284610,52595
284690,52595
284700,52491
284910,52493
284920,52494
284990,52494
285000,52495
285210,515
285290,598
285310,52499
285390,52499
290110,51114
290121,51111
290122,51112
290123,51113
290124,51113
290129,51119
290211,51121
290219,51129
290220,51122
290230,51123
290241,51124
290242,51124
290243,51124
290244,51124
290250,51125
290260,51126
290270,51127
290290,51129
290311,51136
290312,51136
290313,51136
290314,51136
290315,51135
290319,51136
290321,51131
290322,51132
290323,51133
290329,51134
290331,51137
290339,51137
290371,51138
290372,51138
290373,51138
290374,51138
290375,51138
290376,51138
290377,51138
290378,51138
290379,51138
290381,51139
290382,51139
290383,51139
290389,51139
290391,51139
290392,51139
290393,51139
290394,51139
290399,51139
290410,5114
290420,5114
290431,5114
290432,5114
290433,5114
290434,5114
290435,5114
290436,5114
290491,5114
290499,5114
290511,51211
290512,51212
290513,51213
290514,51213
290516,51214
290517,51219
290519,51219
290522,51219
290529,51219
290531,51221
290532,51229
290539,51229
290541,51229
290542,51223
290543,51224
290544,51225
290545,51222
290549,51229
290551,51229
290559,51229
290611,51231
290612,51231
290613,51231
290619,51231
290621,51235
290629,51235
290711,51241
290712,51242
290713,51243
290715,51243
290719,51243
290721,51243
290722,51243
290723,51243
290729,51243
290811,51244
290819,51244
290891,51244
290892,51244
290899,51244
290911,51616
290919,51616
290920,51616
290930,51616
290941,51617
290943,51617
290944,51617
290949,51617
290950,51617
290960,51617
291010,51613
291020,51614
291030,51615
291040,51615
291050,51615
291090,51615
291100,51612
291211,51621
291212,51621
291219,51621
291221,51622
291229,51622
291241,51622
291242,51622
291249,51622
291250,51622
291260,51622
291300,51626
291411,51623
291412,51624
291413,51625
291419,51625
291422,51628
291423,51628
291429,51628
291431,51629
291439,51629
291440,51629
291450,51629
291461,51629
291462,51629
291469,51629
291471,51629
291479,51629
291511,51374
291512,51374
291513,51374
291521,51371
291524,51377
291529,51371
291531,51372
291532,51372
291533,51372
291536,51372
291539,51372
291540,51377
291550,51377
291560,51375
291570,51376
291590,51377
291611,51379
291612,51379
291613,51373
291614,51373
291615,51378
291616,51379
291619,51379
291620,51379
291631,51379
291632,51379
291634,51379
291639,51379
291711,51389
291712,51389
291713,51389
291714,51381
291719,51389
291720,51385
291732,51383
291733,51389
291734,51389
291735,51382
291736,51389
291737,51384
291739,51389
291811,51391
291812,51391
291813,51391
291814,51391
291815,51391
291816,51392
291817,51392
291818,51392
291819,51392
291821,51393
291822,51393
291823,51393
291829,51394
291830,51395
291891,51396
291899,51396
291910,51631
291990,51631
292011,51639
292019,51639
292021,51639
292022,51639
292023,51639
292024,51639
292029,51639
292030,51639
292090,51639
292111,51451
292112,51451
292113,51451
292114,51451
292119,51451
292121,51452
292122,51452
292129,51452
292130,51453
292141,51454
292142,51454
292143,51454
292144,51454
292145,51454
292146,51454
292149,51454
292151,51455
292159,51455
292211,51461
292212,51461
292214,51461
292215,51461
292216,51461
292217,51461
292218,51461
292219,51461
292221,51462
292229,51462
292231,51463
292239,51463
292241,51464
292242,51464
292243,51465
292244,51465
292249,51465
292250,51467
292310,51481
292320,51481
292330,51481
292340,51481
292390,51481
292411,51471
292412,51471
292419,51471
292421,51473
292423,51479
292424,51479
292425,51479
292429,51479
292511,51482
292512,51482
292519,51482
292521,51482
292529,51482
292610,51483
292620,51484
292630,51484
292640,51484
292690,51484
292700,51485
292800,51486
292910,51489
292990,51489
293020,51542
293030,51543
293040,51544
293060,51549
293070,51549
293080,51549
293090,51549
293110,5155
293120,5155
293131,5155
293132,5155
293133,5155
293134,5155
293135,5155
293136,5155
293137,5155
293138,5155
293139,5155
293190,5155
293211,51569
293212,51569
293213,51569
293214,51569
293219,51569
293220,51563
293291,51569
293292,51569
293293,51569
293294,51569
293295,51569
293299,51569
293311,51571
293319,51571
293321,51572
293329,51573
293331,51574
293332,51574
293333,51574
293339,51574
293341,51575
293349,51575
293352,51576
293353,51576
293354,51576
293355,51576
293359,51576
293361,51576
293369,51576
293371,51561
293372,51561
293379,51561
293391,51577
293392,51577
293399,51577
293410,51579
293420,51579
293430,51578
293491,51579
293499,51579
293510,5158
293520,5158
293530,5158
293540,5158
293550,5158
293590,5158
293621,54112
293622,54113
293623,54113
293624,54113
293625,54113
293626,54113
293627,54114
293628,54115
293629,54116
293690,54117
293711,515
293712,515
293719,515
293721,5415
293722,5415
293723,5415
293729,5415
293750,51579
293790,54159
293810,54161
293890,54161
293911,54141
293919,54141
293920,54142
293930,54143
293941,54144
293942,54144
293943,54144
293944,54144
293949,54144
293951,54145
293959,54145
293961,54146
293962,54146
293963,54146
293969,54146
293971,54147
293979,54147
293980,5157
294000,51692
294110,54131
294120,54132
294130,54133
294140,54139
294150,54139
294190,54139
294200,51699
300120,54162
300190,54162
300211,541
300212,541
300213,541
300214,541
300215,541
300219,541
300220,54163
300230,54163
300290,54163
300310,54211
300320,54212
300331,54221
300339,54222
300341,54231
300342,54231
300343,54231
300349,54231
300360,54291
300390,54291
300410,54213
300420,54219
300431,54223
300432,54224
300439,54229
300441,54232
300442,54232
300443,54232
300449,54232
300450,54292
300460,54293
300490,54293
300510,54191
300590,54191
300610,542
300620,54192
300630,54193
300640,542
300650,542
300660,542
300670,542
300691,542
300692,542
310100,2721
310210,56216
310221,56213
310229,56212
310230,56211
310240,56219
310250,2722
310260,56214
310280,56217
310290,56219
310311,56222
310319,56222
310390,56229
310420,56231
310430,56232
310490,56239
310510,56296
310520,56291
310530,56293
310540,56294
310551,56295
310559,56295
310560,56292
310590,56299
320110,53221
320120,53221
320190,53221
320210,53231
320290,53232
320300,53222
320411,53111
320412,53112
320413,53113
320414,53114
320415,53115
320416,53116
320417,53117
320419,53119
320420,53121
320490,53121
320500,53122
320611,53311
320619,53311
320620,53312
320641,53314
320642,53315
320649,53317
320650,53318
320710,53351
320720,53351
320730,53351
320740,53351
320810,53342
320820,53342
320890,53342
320910,53341
320990,53341
321000,53343
321100,53353
321210,53344
321290,53344
321310,53352
321390,53352
321410,53354
321490,53354
321511,53321
321519,53329
321590,89591
330112,55131
330113,55131
330119,55131
330124,55132
330125,55132
330129,55132
330130,55133
330190,55135
330210,55141
330290,55149
330300,5531
330410,5532
330420,5532
330430,5532
330491,5532
330499,5532
330510,5533
330520,5533
330530,5533
330590,5533
330610,5534
330620,5534
330690,5534
330710,55351
330720,55352
330730,55353
330741,55354
330749,55354
330790,55359
340111,55411
340119,55415
340120,55419
340130,55422
340211,55421
340212,55421
340213,55421
340219,55421
340220,55422
340290,55423
340311,59771
340319,59772
340391,59773
340399,59774
340420,59835
340490,59839
340510,55431
340520,55432
340530,55433
340540,55434
340590,55435
340600,89931
340700,59895
350110,59221
350190,59222
350211,0253
350219,0253
350220,59223
350290,59223
350300,59224
350400,59225
350510,59226
350520,59227
350610,59229
350691,59229
350699,59229
350710,51691
350790,51691
360100,59311
360200,59312
360300,5932
360410,59331
360490,59333
360500,89932
360610,89934
360690,89939
370110,8822
370120,8822
370130,8822
370191,8822
370199,8822
370210,8823
370231,8823
370232,8823
370239,8823
370241,8823
370242,8823
370243,8823
370244,8823
370252,8823
370253,8823
370254,8823
370255,8823
370256,8823
370296,8823
370297,8823
370298,8823
370310,8824
370320,8824
370390,8824
370400,8825
370500,8826
370610,8831
370690,8839
370710,8821
370790,8821
380110,59861
380120,59861
380130,59861
380190,59861
380210,59864
380290,59865
380300,59811
380400,59812
380510,59813
380590,59813
380610,59814
380620,59814
380630,59814
380690,59814
380700,59818
380852,591
380859,591
380861,5911
380862,5911
380869,5911
380891,5911
380892,5912
380893,5913
380894,59141
380899,591
380910,59891
380991,59891
380992,59891
380993,59891
381010,59896
381090,59896
381111,59721
381119,59721
381121,59725
381129,59725
381190,59729
381210,59863
381220,59893
381231,59893
381239,59893
381300,59894
381400,53355
381511,59881
381512,59883
381519,59885
381590,59889
381600,66233
381700,59841
381800,5985
381900,59731
382000,59733
382100,59899
382200,59869
382311,43131
382312,43131
382313,43131
382319,43131
382370,431
382410,59899
382430,59899
382440,59897
382450,59898
382460,59899
382471,59899
382472,59899
382473,59899
382474,59899
382475,59899
382476,59899
382477,59899
382478,59899
382479,59899
382481,59899
382482,59899
382483,59899
382484,59899
382485,59899
382486,59899
382487,59899
382488,59899
382491,59899
382499,59899
382510,59899
382520,59899
382530,87221
382541,59899
382549,59899
382550,59899
382561,59899
382569,59899
382590,59899
382600,59899
390110,57111
390120,57112
390130,5712
390140,5719
390190,5719
390210,57511
390220,57512
390230,57513
390290,57519
390311,57211
390319,57219
390320,57291
390330,57292
390390,57299
390410,57311
390421,57312
390422,57313
390430,57391
390440,57392
390450,57393
390461,57394
390469,57394
390490,57399
390512,57591
390519,57591
390521,57591
390529,57591
390530,57592
390591,57592
390599,57592
390610,57521
390690,57529
390710,57411
390720,57419
390730,5742
390740,57431
390750,57432
390761,57433
390769,57433
390770,57439
390791,57434
390799,57439
390810,57531
390890,57539
390910,57541
390920,57542
390931,57543
390939,57543
390940,57544
390950,57545
391000,57593
391110,57596
391190,57596
391211,57551
391212,57552
391220,57553
391231,57554
391239,57554
391290,57559
391310,57594
391390,57595
391400,57597
391510,5791
391520,5792
391530,5793
391590,5799
391610,5831
391620,5832
391690,5839
391710,5811
391721,5812
391722,5812
391723,5812
391729,5812
391731,5813
391732,5814
391733,5815
391739,5816
391740,5817
391810,89331
391890,89331
391910,58211
391990,58219
392010,58221
392020,58222
392030,58223
392043,58224
392049,58224
392051,58225
392059,58225
392061,58226
392062,58226
392063,58226
392069,58226
392071,58228
392073,58228
392079,58228
392091,58229
392092,58229
392093,58229
392094,58229
392099,58229
392111,58291
392112,58291
392113,58291
392114,58291
392119,58291
392190,58299
392210,89321
392220,89321
392290,89321
392310,89319
392321,89311
392329,89311
392330,89319
392340,89319
392350,89319
392390,89319
392410,89332
392490,89332
392510,89329
392520,89329
392530,89329
392590,89329
392610,89394
392620,84821
392630,89395
392640,89399
392690,89399
400110,2311
400121,23121
400122,23125
400129,23129
400130,2313
400211,23211
400219,23211
400220,23212
400231,23213
400239,23213
400241,23214
400249,23214
400251,23215
400259,23215
400260,23216
400270,23217
400280,23218
400291,23219
400299,23219
400300,23221
400400,23222
400510,62111
400520,62112
400591,62119
400599,62119
400610,62121
400690,62129
400700,62131
400811,62132
400819,62132
400821,62133
400829,62133
400911,62141
400912,62145
400921,62142
400922,62145
400931,62143
400932,62145
400941,62144
400942,62145
401011,62929
401012,62929
401019,62929
401031,62929
401032,62929
401033,62929
401034,62929
401035,62929
401036,62929
401039,62929
401110,6251
401120,6252
401130,6253
401140,62541
401150,62542
401170,6255
401180,6255
401190,6255
401211,62592
401212,62592
401213,62592
401219,62592
401220,62593
401290,62594
401310,62591
401320,62591
401390,62591
401410,62911
401490,62919
401511,84822
401519,84822
401590,84829
401610,62992
401691,62999
401692,62999
401693,62999
401694,62999
401695,62999
401699,62999
401700,62991
410120,61141
410150,61141
410190,61141
410210,2116
410221,2117
410229,2117
410320,21199
410330,21199
410390,21199
410411,61141
410419,61141
410441,61142
410449,61142
410510,6115
410530,6115
410621,61162
410622,61162
410631,61171
410632,61171
410640,61172
410691,61179
410692,61179
410711,61142
410712,61142
410719,61142
410791,61142
410792,61142
410799,61142
411200,61152
411310,61162
411320,61171
411330,61172
411390,61179
411410,61181
411420,61183
411510,6112
411520,21191
420100,6122
420211,83121
420212,83122
420219,83129
420221,83111
420222,83112
420229,83119
420231,83191
420232,83191
420239,83191
420291,83199
420292,83199
420299,83199
420310,84811
420321,89477
420329,84812
420330,84813
420340,84819
420500,6129
420600,89991
430110,2121
430130,21222
430160,21225
430180,21226
430190,2123
430211,61311
430219,61319
430220,6132
430230,6133
430310,84831
430390,84831
430400,84832
440111,24501
440112,24501
440121,24611
440122,24615
440131,2462
440139,2462
440140,2462
440210,24502
440290,24502
440311,2473
440312,2473
440321,2474
440322,2474
440323,2474
440324,2474
440325,2474
440326,2474
440341,24751
440349,2475
440391,24752
440393,24752
440394,24752
440395,24752
440396,24752
440397,24752
440398,24752
440399,24752
440410,63491
440420,63491
440500,63493
440611,24811
440612,24811
440691,24819
440692,24819
440711,2482
440712,2482
440719,2482
440721,2484
440722,2484
440725,2484
440726,2484
440727,2484
440728,2484
440729,2484
440791,2484
440792,2484
440793,2484
440794,2484
440795,2484
440796,2484
440797,2484
440799,2484
440810,63411
440831,63412
440839,63412
440890,63412
440910,2483
440921,2485
440922,2485
440929,2485
441011,63422
441012,63422
441019,63422
441090,63423
441112,63451
441113,63451
441114,63451
441192,6345
441193,6345
441194,6345
441210,6343
441231,6343
441233,6343
441234,6343
441239,6343
441294,6344
441299,6344
441300,63421
441400,63541
441510,63511
441520,63512
441600,6352
441700,63591
441810,63531
441820,63532
441840,63539
441850,63533
441860,63539
441873,63539
441874,63539
441875,63539
441879,63539
441891,63539
441899,63539
441911,63542
441912,63542
441919,63542
441990,63542
442010,63549
442090,63549
442110,63599
442191,63599
442199,63599
450110,24403
