Código,Descripción del producto,Valor exportado en 2002,Valor exportado en 2003,Valor exportado en 2004,Valor exportado en 2005,Valor exportado en 2006,Valor exportado en 2007,Valor exportado en 2008,Valor exportado en 2009,Valor exportado en 2010,Valor exportado en 2011,Valor exportado en 2012,Valor exportado en 2013,Valor exportado en 2014,Valor exportado en 2015,Valor exportado en 2016,Valor exportado en 2017,Valor exportado en 2018,Valor exportado en 2019,Valor exportado en 2020,Valor exportado en 2021
711719,Bisutería de metal común esmaltado o no con metales preciosos (excl.como gemelos y pasadores ...,1,15,36,36,68,48,62,114,392,336,634,785,1691,1796,2129,4702,7965,10094,24174,23441
721710,Alambre de hierro o acero sin alear; enrollado; sin revestir; incl. pulido (exc. alambrón),1,2,1806,3119,3890,5887,9526,7709,9726,12268,14592,13672,15267,12937,12401,11891,13410,13285,12829,22094
730890,Construcciones y partes de construcciones; de fundición; hierro o acero (exc. puentes y partes ...,1675,874,4753,5045,2848,3398,3800,2041,5007,2731,5785,8131,10111,11769,10210,10167,13451,15867,13884,21804
300450,"""Medicamentos; que contengan provitaminas; vitaminas; incl. los concentrados naturales; o sus ...",2954,2896,3234,5770,8531,9340,9860,10599,12974,15514,18116,16338,16166,17635,18784,20854,17703,17337,17144,21304
210390,"""Preparaciones para salsas y salsas preparadas; condimentos y sazonadores; compuestos (exc. ...",2773,3606,3419,4168,4095,3802,4643,5771,8292,8004,8838,10176,12653,14605,14988,16065,15727,19025,22128,21277
630232,Ropa de cama de fibras sintéticas o artificiales (exc. estampada y de punto),0,0,0,4991,4216,4658,4215,4671,6227,6968,6693,30372,19086,25696,26983,24336,22768,26558,21580,21148
392010,Placas; láminas; hojas y tiras; de polímeros no celulares de etileno y sin esfuerzo; estratificación ...,1089,1378,2158,2482,3416,4104,5837,5245,6721,9536,13485,14561,11725,12639,12136,14295,13165,16663,15814,20207
392310,Cajas; cajones; jaulas y artículos simil. para transporte o envasado; de plástico,1150,246,230,540,371,325,890,218,369,316,875,1930,2403,3487,4027,10196,11016,13904,17696,20191
610822,"""Bragas """"bombachas; calzones"""" de punto; de fibras sintéticas o artificiales; para mujeres ...",3676,9811,841,18295,17269,12760,15594,11953,15573,14317,18586,25477,10733,16887,18007,12478,13326,11424,7147,19882
190531,Galletas dulces (con adición de edulcorante),7865,9853,10266,12206,12444,13199,16315,16347,16260,22147,28174,26107,22722,19315,16586,17734,19480,21180,18360,19777
854449,Conductores eléctricos; para una tensión <= 80 V; sin piezas de conexión; n.c.o.p.,270,910,2910,2722,5632,6434,9466,4201,6495,6019,5322,6054,4525,2731,2025,5531,6507,6137,9794,19763
940370,Muebles de plástico (exc. asientos y mobiliario para medicina; cirugía; odontología o veterinaria),917,1973,2557,3388,5289,5188,7483,5122,5961,7135,9474,9524,12253,12855,11188,13535,13779,14173,12969,18299
630260,Ropa de tocador o cocina; de tejido con bucles; del tipo toalla; de algodón (exc. bayetas; ...,19058,23389,21603,15561,21354,19728,20370,17814,18480,17362,18723,18240,20155,19693,17562,15230,15396,18098,16449,18193
610821,"""Bragas """"bombachas; calzones"""" de punto; de algodón; para mujeres o niñas""",1403,1171,1901,50210,48258,52907,47282,4092,5372,6386,4843,6206,15457,13478,17294,18648,19775,21152,3247,18093
110100,Harina de trigo o de morcajo (tranquillón),1183,7055,2969,1817,2101,1964,1679,3480,5179,17099,21496,16235,16115,14408,13891,18786,18529,17397,14925,17489
482110,Etiquetas de todas clases; de papel o cartón; impresas,3405,4824,6068,7625,8971,10295,10144,10124,12279,13133,14148,12391,11926,13134,9048,5028,7370,10792,11453,17165
610711,Calzoncillos de punto; de algodón; para hombres o niños,2053,1292,799,67609,65820,49746,70085,70504,80612,98080,89794,98426,105053,34233,23779,52121,24268,16671,6532,16750
390422,"""Poli""""cloruro de vinilo""""; en formas primarias; mezclado con otras sustancias; plastificado""",3951,5795,6429,5930,3332,5789,5830,5362,6540,7357,7335,7882,9048,9430,8638,10229,9203,9854,9139,16470
320810,Pinturas y barnices a base de poliésteres; dispersos o disueltos en un medio no acuoso; disoluciones ...,3450,2825,3234,4707,5958,6339,6843,5730,7300,9557,9454,9349,9288,9493,10460,10659,10821,13339,10207,16142
300420,"""Medicamentos; que contengan antibióticos; dosificados """"incl. los administrados por vía transdérmica"""" ...",10211,13986,14983,16679,18385,16976,20701,17041,17718,17324,15945,14074,12118,12215,13548,12569,10904,16520,14307,16066
200989,Jugo de frutas o verduras; no fermentados; con o sin adición de azúcar u otro edulcorante (excepto ...,0,0,0,0,0,0,0,0,0,0,36791,38095,28992,26681,24577,9779,11475,11457,6758,16051
060210,Esquejes sin enraizar e injertos,620,1324,1635,1363,761,458,362,1613,9415,13892,14302,16778,15180,18108,17279,16431,13339,16726,15086,15811
200899,Frutas y demás partes comestibles de plantas; preparados o conservados; incluso con adición ...,2,5,82,22,22,81,1258,4596,8101,7454,7509,11355,12465,15607,15004,14902,14437,13766,9488,15763
721661,Perfiles de hierro o acero sin alear; simplemente obtenidos o acabados en frío a partir de ...,430,1638,904,1292,2358,3372,6595,5225,5990,7175,11716,11047,9196,11052,11010,10012,11218,10596,10938,15420
550953,Hilados con un alto contenido de fibras discontinuas de poliéster; pero < 85% en peso; mezclados ...,245,461,503,1217,1302,1165,1769,1600,1772,4240,5041,7011,9149,12814,13842,9385,10386,15421,13146,14997
392190,Placas; láminas; hojas y tiras; de plástico; reforzadas; estratificadas o combinadas de forma ...,4037,5361,10768,11766,11341,12184,13927,12029,16281,14866,14202,13649,11759,7876,7848,8493,9161,10781,15242,14981
940429,"""Colchones con muelles """"resortes""""; bien rellenos o guarnecidos interiormente con cualquier ...",3387,3777,3315,6138,6562,7401,7821,6713,6818,7955,9097,10396,10560,12227,11719,13422,11931,12228,11641,14755
340290,Preparaciones tensoactivas; preparaciones para lavar; incl. las preparaciones auxiliares de ...,4146,1913,3247,1500,338,312,23130,31607,26854,27395,27408,26417,15653,15661,15838,13529,14084,15566,16461,14657
520523,"""Hilados de algodón; sencillos; de fibras peinadas; con un contenido de algodón >= 85% en peso; ...",818,738,195,147,420,1110,4924,4095,7803,4567,6379,9840,8517,5980,2977,4261,5905,4347,2092,14640
611521,"""Calzas; """"panty-medias"""" y leotardos; de punto; de fibras sintéticas; de título < 67 decitex ...",0,0,0,0,0,62758,53768,42861,41621,43351,50696,47858,48532,42957,38910,43425,32917,26877,20821,14615
820140,Hachas; hocinos y herramientas simil.; con filo de metal común,6303,6210,6938,6230,6205,6462,6172,6634,8429,9192,9465,9481,9955,10849,10171,10489,10275,11322,13039,14597
853221,Condensadores de tantalio (exc. condensadores de potencia),0,0,0,66032,73596,82659,85757,90695,129353,142675,130175,129190,133611,0,0,0,0,0,0,14375
310520,Abonos minerales o químicos con los tres elementos fertilizantes: nitrógeno; fósforo y potasio ...,580,372,2214,4926,6198,10252,18920,6770,7135,14293,13517,14842,15361,16179,14246,13135,13043,10311,10844,13942
610620,"""Camisas; blusas y blusas camiseras; de punto; de fibras sintéticas o artificiales; para mujeres ...",212,405,85,3119,4129,3465,5324,7187,11897,10197,12795,10088,7708,5645,5682,6715,5016,6923,11329,13809
852359,Medios semiconductores; sin grabar; para grabaciones de fenómenos distintos del sonido (exc. ...,0,0,0,0,0,0,37,119,461,739,2150,3343,3127,2206,5227,5600,5390,4625,9115,13786
321519,Tintas de imprenta; incl. concentradas o sólidas (exc. negras),47,175,198,451,554,558,4067,4353,4503,6427,7023,6853,7621,7382,8328,7596,7026,11164,11561,13782
200559,"""Judías """"porotos; alubias; frijoles; fréjoles"""" """"Vigna spp.""""; """"Phaseolus spp.""""; preparadas ...",3,49,62,59,133,1333,1967,1951,2466,2803,3771,4510,6622,7452,8764,10834,10678,12332,13233,13760
761510,De mesa; cocina o artículos de uso doméstico y sus partes; y esponjas y estropajos; guantes ...,0,0,0,0,0,0,0,0,0,0,4720,4607,4437,4330,4781,5930,6078,6542,6072,13661
392390,"""Artículos para transporte o envasado; de plástico (exc. cajas; jaulas y artículos simil.; ...",336,173,46,46,163,250,321,3610,5651,5391,4300,4849,2807,2400,2621,9160,9471,9493,9152,13388
300310,Medicamentos; que contengan penicilinas o derivados de estos productos con la estructura del ...,49,196,422,1325,2520,3222,1268,5,5,0,150,1,2,19,34,5547,8036,9399,11135,12750
230910,Alimentos para perros o gatos; acondicionados para la venta al por menor,1419,1048,96,316,437,696,1811,2274,2510,3962,4303,4888,4670,5375,7661,10502,10017,10870,11043,12736
960390,Pinceles y plumeros; cabezas preparadas para artículos de cepillería; rasquetas de caucho o ...,5975,6575,5710,5233,5574,6272,7236,7910,8505,8943,8716,8722,8699,8827,9118,9634,6865,10222,11199,12632
520512,"""Hilados de algodón; sencillos; de fibras sin peinar; con un contenido de algodón >= 85% en ...",2704,2879,5119,5279,8904,7457,8799,6478,10982,18400,10372,8725,7917,6417,5763,10620,22131,8915,6994,12410
621220,"""Fajas y fajas braga """"fajas bombacha"""" de todo tipo de materia textil; incl. elásticas y de ...",0,4,2,4,135,3091,4386,1,3287,8954,7347,8383,6850,7968,6751,11937,14814,19539,7479,12290
151790,Mezclas y preparaciones alimenticias de materias grasas y aceites; animales o vegetales; o ...,2058,1428,1115,904,1204,4901,5671,1167,1387,958,657,502,639,6236,6828,7487,7590,9457,11726,11777
190490,Cereales (exc. maíz); en grano o en forma de copos o demás granos trabajados; precocidos o ...,9177,15552,15932,34244,38766,34811,34553,20482,14631,9161,5522,4328,4503,5405,5200,5310,7118,10390,9774,11689
600192,"""Terciopelo y felpa; de punto; de fibras sintéticas o artificiales (exc. los tejidos """"de pelo ...",6,0,5,4,4,3,5,216,2091,2243,1375,1055,1924,2783,2599,4917,6399,11489,13407,11652
480300,Papel del tipo utilizado para papel higiénico; toallitas para desmaquillar; toallas; servilletas ...,7686,6163,4380,4873,3549,2170,2258,9385,14027,28627,32997,29055,29065,26797,23688,23712,17723,13347,10446,11042
720449,"""Desperdicios y desechos """"chatarra""""; de hierro o acero (exc. escorias; batiduras y otros ...",7,16,160,124,148,383,669,6036,15498,25803,10925,10921,11349,1820,3364,5019,5748,5603,5295,11025
481820,Pañuelos; toallitas de desmaquillaje y toallas; de pasta de papel; de papel; de guata de celulosa ...,8006,6362,3808,3307,1706,391,601,1009,1463,2265,3329,5099,7159,6188,5847,7769,8368,9044,8196,10989
481940,"""Sacos """"bolsas"""" y cucuruchos; de papel; cartón; guata de celulosa o napa de fibra de celulosa ...",7385,6774,7813,8526,6001,6155,6751,4246,4197,4288,4307,4227,4510,5285,5026,5546,6490,8089,9413,10948
392350,Tapones; tapas; cápsulas y demás dispositivos de cierre; de plástico,622,1005,1188,1145,1564,3747,5422,5819,6864,7422,5908,4786,7084,8069,8555,8618,10222,11632,11983,10811
720852,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; sin enrollar; simplemente ...,3852,4380,6139,6694,5960,7510,9902,4758,5588,8033,7330,5660,5392,4895,5728,5259,6548,5411,3848,10433
200811,"""Cacahuetes """"cacahuetes; maníes""""; preparados o conservados (exc. confitados con azúcar)""",52,1709,3110,3988,4462,4792,4742,4069,5568,6289,3774,5344,7392,8467,9536,11040,10505,11582,9100,10371
600410,"""Tejidos de punto de anchura > 30 cm; con un contenido de hilados de elastómeros >= 5% en peso ...",937,471,944,714,1676,1788,2420,2480,3822,10666,12019,9968,4693,8856,2934,6280,5290,9499,6446,10309
520612,"""Hilados de algodón; con un alto contenido de algodón; pero < 85% en peso; sencillos; de fibras ...",0,0,0,0,0,0,27,320,123,406,435,689,475,727,215,1043,4820,10593,12509,9961
940320,Muebles de metal (exc. de los tipos utilizados en oficinas; asientos y mobiliario para medicina; ...,530,409,449,546,974,1999,4234,3859,3158,4629,5317,4821,5360,6427,8373,6221,6326,8964,6750,9815
520622,"""Hilados de algodón; con un alto contenido de algodón; pero < 85% en peso; sencillos; de fibras ...",0,368,338,23,0,0,0,0,0,75,0,0,0,0,26,308,199,237,175,9021
600631,"""Tejidos de punto; de anchura > 30 cm; de fibras sintéticas; crudos o blanqueados (exc. tejidos ...",0,0,0,5,0,17,46,92,889,1284,1419,1827,3409,3881,4073,3464,4475,12480,6691,9008
621710,"""Complementos """"accesorios"""" de vestir confeccionados; de todo tipo de materia textil; n.c.o.p. ...",420,135,105,9529,11636,10585,10831,8114,9028,10233,11233,10157,9862,12879,12004,10874,10053,9307,15804,8939
490890,Calcomanías de cualquier clase (exc. vitrificables),76,403,348,1098,3364,3748,4502,4165,6024,4586,4189,6025,8251,8231,3400,3210,2528,6577,5525,8932
760720,Hojas y tiras; delgadas; de aluminio; con soporte; de espesor <= 0;2 mm; sin incluir el soporte ...,9518,2300,3806,7841,8831,8699,8269,6880,8829,13097,13629,14033,16072,17700,15381,13951,12115,12368,11104,8854
610130,"""Abrigos; chaquetones; capas; anoraks; cazadoras y artículos simil.; de punto de fibras sintéticas ...",0,0,0,13610,6977,9308,7111,9856,8102,10792,15674,18263,16159,3524,3022,2623,2411,2897,2616,8843
210410,Preparaciones para sopas; potajes o caldos,552,935,659,2247,3146,4379,5054,5156,5599,5425,5989,5980,6347,7236,7446,7656,6361,7571,7898,8834
760429,Barras y perfiles macizos; de aleaciones de aluminio; n.c.o.p.,10596,11578,13776,12858,15963,20740,19198,12416,12115,14571,13838,13773,13388,14731,13807,13102,15496,12381,6755,8814
010511,Gallos y gallinas de las especies domésticas; vivos; de peso <= 185 g,2185,3242,3039,4616,5484,5406,6828,5329,6675,8144,7087,8345,9602,8167,6461,5578,6548,7193,7460,8474
151710,Margarina (exc. margarina líquida),5249,4763,5945,5309,5448,5764,6896,5291,6440,6970,7204,6852,6603,7716,7103,6728,6576,6710,8487,8438
481830,Manteles y servilletas; de pasta de papel; de papel; de guata de celulosa o de napa de fibras ...,1906,4730,5026,4971,5348,6317,6227,5530,6047,6794,7132,7166,7291,6757,5726,5538,4967,7799,5942,8266
490199,Libros; folletos e impresos simil. (exc. en hojas sueltas; así como diccionarios; enciclopedias; ...,2557,2740,2899,3813,3495,3667,3185,4922,4545,5726,5102,5903,5190,2614,3921,3672,3210,4394,4349,8152
300660,Preparaciones químicas anticonceptivas a base de hormonas; prostaglandinas; tromboxanos; leucotrienos; ...,246,127,143,527,864,1031,1199,1633,1810,1973,3063,3342,3514,4234,5172,5475,5618,7563,6012,8004
611430,"""Prendas de vestir especiales; para usos específicos """"p.ej.; profesional; deportivo; etc.""""; ...",3,4,3,237,159,45,1750,2928,3734,4630,2966,3340,4117,1243,429,609,815,1639,4303,7868
640399,Calzado con suela de caucho; plástico; cuero regenerado y parte superior de cuero natural (exc. ...,6711,7355,7797,8298,10605,12657,13252,15160,14353,16674,17733,17291,21044,21536,17346,15588,12224,11402,6276,7848
950790,Artículos para la pesca con caña; n.c.o.p.; salabardos; cazamariposas y redes simil.; señuelos ...,2,551,380,2540,3596,4757,5612,4655,2773,2680,2701,2936,2658,3094,2946,3263,3496,3444,5460,7785
391910,Láminas; cintas; tiras y demás formas planas; autoadhesivas; de plástico; en rollos de anchura ...,668,827,1088,2811,3298,4475,4675,4250,4488,4593,5609,6353,7308,8425,3903,3001,2568,5064,4633,7666
620891,"""Camisetas interiores; bragas """"bombachas; calzones""""; incl. las que no llegan hasta la cintura; ...",2012,338,436,727,996,852,896,1280,553,526,1320,1533,3879,2456,3156,2495,2040,4017,3356,7634
210500,Helados; incluso con cacao,1570,1766,1801,1839,2232,2723,3107,3235,3600,4251,4744,5328,5011,5808,6049,6001,5807,6765,5789,7591
621290,"""Corsés; tirantes """"tiradores""""; ligas y artículos simil. y sus partes; incl. las partes de ...",18,4,5,231,168,48,771,369,125,181,1619,4363,6160,1241,3042,6857,11595,7337,3900,7588
040310,Yogur; incl. aromatizado; con adición de azúcar u otro edulcorante; frutas o cacao,488,639,745,701,694,866,1108,1180,1450,1507,2244,2917,3720,4281,5460,6077,6361,7243,7314,7577
600621,"""Tejidos de punto; de anchura > 30 cm; de algodón; crudos o blanqueados (exc. tejidos de punto ...",558,1708,3451,4221,3809,3925,5075,4906,4038,4384,5736,4731,4012,3847,4413,5592,4691,13684,8658,7571
392490,Artículos de uso doméstico y artículos de higiene o tocador; de plástico (exc. vajilla y demás ...,1796,2706,2606,2900,3470,3528,4130,4644,4923,4690,4908,4664,6077,6322,5922,4955,4280,5588,5759,7393
580790,Etiquetas; escudos y artículos simil.; de materia textil; en pieza; en cintas o recortados; ...,34,53,200,1594,1873,2664,2248,1764,2937,3222,4707,5093,5107,5187,3416,4250,5009,6280,4209,7363
330590,Preparaciones capilares (exc. champúes; preparaciones para ondulación o desrizado permanentes; ...,2633,3615,4266,4120,4545,3983,3474,4084,3734,4493,4668,5282,5657,5660,4586,5460,5748,7244,5301,7340
