Código,Descripción del producto,Valor importado en 2002,Valor importado en 2003,Valor importado en 2004,Valor importado en 2005,Valor importado en 2006,Valor importado en 2007,Valor importado en 2008,Valor importado en 2009,Valor importado en 2010,Valor importado en 2011,Valor importado en 2012,Valor importado en 2013,Valor importado en 2014,Valor importado en 2015,Valor importado en 2016,Valor importado en 2017,Valor importado en 2018,Valor importado en 2019,Valor importado en 2020,Valor importado en 2021
841510,"""Máquinas y aparatos para acondicionamiento de aire; de pared o para ventanas; formando un ...",1750,3228,4176,4479,9509,11132,8311,2105,7840,48098,47500,87285,69835,79639,43694,75747,65209,65664,56064,68583
401110,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en automóviles ...",9749,16283,23500,30948,37759,34443,60265,48322,68461,95356,85626,88977,81950,67384,66720,86690,76083,68455,44683,68403
100510,Semillas de maíz para la siembra,6484,2589,12137,8363,12325,26397,57269,23676,37000,56870,63488,77593,35623,42924,48281,44730,44243,44219,50354,66468
870332,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",18317,16045,32091,37924,47502,51813,73227,39472,44824,85889,112094,98712,113072,96407,78179,79169,108715,74768,51816,66018
390210,Polipropileno; en formas primarias,2034,1778,4386,4518,6962,4718,12393,5955,6821,10810,10395,13471,19822,24330,20974,26638,32112,32702,37496,65102
852872,Aparatos receptores para televisión en color; sin radio receptor incorporado; aparatos reproductodes ...,0,0,0,0,0,35623,72342,40270,103988,123783,119547,107481,84115,58994,66108,86532,94411,42867,34200,61775
330300,Perfumes y aguas de tocador,6554,7554,12316,14998,21780,30323,36253,29697,75787,90261,108878,107779,116957,65718,72861,93437,80597,75504,30634,61376
720839,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; enrollados; simplemente ...,545,1508,2984,3194,3418,7002,17040,7661,17429,19046,15962,19797,24102,25907,16003,35225,49139,37400,28530,61331
390761,"""Poli""""tereftalato de etileno""""; en formas primarias; con un índice de viscosidad >= 78 ml/g""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38741,77896,73206,58889,58196
300215,Productos inmunológicos acondicionados en dosis medidas o en formas o envases para la venta ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18012,23316,25405,43054,56358
293139,Derivados órgano-fosfórados definidos químicamente separados; n.e.s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12771,22628,24241,20649,56075
230990,Preparaciones de los tipos utilizados para la alimentación de los animales (exc. alimentos ...,3635,3262,4497,6430,10303,14764,24333,17618,24708,37637,33170,38163,43439,44862,42908,49504,54792,52189,51147,55568
252329,Cemento Portland; normal o moderado (exc. blanco; incl. coloreado artificialmente),2127,4544,5741,5659,11432,15142,21759,16942,28034,61328,51695,50023,35341,24193,18825,11226,11985,21818,45795,55143
852871,Aparatos receptores para televisión en color; sin radio receptor incorporado; aparatos reproductodes; ...,0,0,0,0,0,4702,5758,20343,29690,18195,39377,75211,90240,64964,116460,123845,109375,124410,68725,54599
240120,Tabaco; total o parcialmente desvenado o desnervado pero sin elaborar de otro modo,21470,24602,40731,37230,35459,39483,70103,85641,116947,112568,117875,113913,121769,100395,97709,111932,141838,108140,84287,54296
870120,Tractores de carretera para semirremolques,2892,2639,3821,4309,6918,13689,39619,23983,30064,46590,26364,39358,38019,23679,28024,27692,33529,24011,34893,54238
843351,Cosechadoras-trilladoras,1112,376,477,433,2016,19873,49886,10658,38787,77200,39361,81617,90915,40841,19042,40889,65883,31965,27848,53742
852580,Camaras de televisión; camaras digitales y camaras de video,0,0,0,0,0,156704,309603,279023,351011,250331,198061,134665,62387,25438,56092,76097,40632,52410,25589,50399
271119,Hidrocarburos gaseosos; licuados; n.c.o.p. (exc. gas natural; propano; butanos; etileno; propileno; ...,11084,11001,13578,19067,20158,8312,12989,13066,22494,20365,50017,35625,51759,26324,31956,41666,47240,36491,24311,49891
382200,Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico ...,1508,1703,1917,2428,2406,4172,6266,7364,9222,10408,12517,14611,16583,18419,23598,22612,27004,26873,34176,48804
950300,Triciclos; patinetes; coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas ...,0,0,0,0,0,31051,34477,27965,42026,52594,45054,56566,62679,49910,49625,75026,70286,0,0,48358
842449,pulverizadores agrícolas u hortícolas (excl. portátiles),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28137,43904,22033,25568,46533
293339,Compuestos heterocíclicos con heteroátomo [s] de nitrógeno únicamente; que contengan un ciclo ...,776,918,1826,1555,3101,3518,4975,3428,6797,12800,19083,27854,22551,22385,14070,23455,36657,29042,21630,46305
720916,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; enrollados; simplemente ...,1313,2770,2956,4715,6571,7198,16686,7747,11977,19883,12926,14893,21188,16422,13199,22623,31595,20101,21358,44592
847480,Máquinas de aglomerar; conformar o moldear combustibles minerales sólidos; pastas cerámicas; ...,725,6,184,17,25,181,1146,1053,434,1496,1101,4122,2181,835,2068,1139,1231,3504,16067,44334
870333,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",18959,21142,34517,31840,42487,53550,79360,43364,50346,67520,59949,72744,75881,61914,58144,67932,76532,50075,42000,44279
870195,Tractores; de un motor de potencia> 130 kW (exc. Los de la partida 8709; motocultores; tractores ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21413,37576,22033,18458,42520
220421,Vino de uvas frescas; incl. encabezado; mosto de uva; en el que la fermentación se ha impedido ...,3404,6733,12872,14425,18309,23582,29526,30759,42438,40311,38668,33914,28130,26420,36920,46988,44860,38165,29500,41388
721420,Barras de hierro o acero sin alear; con muescas; cordones; huecos o relieves; producidos en ...,1049,1132,1110,1226,1977,2456,8225,6704,27435,32062,50199,61152,66315,24039,31287,26333,50714,32135,25292,41194
852351,Mecanismos de grabación; de estado sólido; sin datos volátiles; de una fuente de energia externa ...,0,0,0,0,0,5555,71847,71717,95879,110498,98692,68438,58228,36310,67706,83482,62299,91141,41556,40914
961900,Compresas y tampones higiénicos; pañales para bebés y artículos similares; de cualquier materia,0,0,0,0,0,0,0,0,0,0,51414,42179,44678,47355,42643,49229,49526,0,0,40729
851770,Partes de telefonos; telefonos celulares o para radiofonias u otros aparatos de transmisión ...,0,0,0,0,0,25179,39698,18148,25431,58705,52244,50020,53060,63190,60411,34289,27085,46875,25750,40708
271500,Mezclas bituminosas a base de asfalto o de betún naturales; de betún de petróleo; de alquitrán ...,514,930,1953,1461,2019,1555,1070,1444,4732,4013,2329,3240,3962,3734,5051,7766,10113,21155,34418,40253
690722,Baldosas y losas para pavimentos; chimeneas o muros; de un coeficiente de absorción de agua ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27437,29428,27934,24858,40004
310221,Sulfato de amonio (exc. en tabletas o formas simil. o en envases de un peso bruto <= 10 kg),211,380,326,794,1406,1375,1745,1135,1843,2722,5804,2552,9907,11703,15626,21993,20814,32414,25333,39576
853690,"""Aparatos eléctricos para corte; seccionamiento; protección; derivación; empalme o conexión ...",636,540,504,1266,1647,2177,2637,1470,2386,4821,3767,4809,12367,17525,19131,22545,40098,45806,31024,39439
390120,Polietileno de densidad >= 0;94; en formas primarias,7544,8983,11864,12501,17867,20468,24348,20152,28901,34368,27915,36189,40536,38585,31064,30319,34960,27020,24697,38810
392690,Artículos de plástico y manufacturas de las demás materias de las partidas 3901 a 3914; ncop ...,2103,2066,3405,4104,5069,6704,12527,12931,17520,23243,22790,26457,27883,26367,26103,29042,34734,37151,29484,38568
271320,Betún de petróleo,2766,4364,3728,2088,5388,5328,5664,9554,13466,16408,14312,16950,11105,28151,32157,36584,32212,32490,32753,38488
390110,Polietileno de densidad < 0;94; en formas primarias,4445,4572,8317,10909,11880,15688,19793,13105,18991,24423,22056,26335,32040,30816,26776,30282,29572,21792,23816,38223
870321,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",1057,195,739,536,1828,1671,12079,9694,13984,17477,25296,31903,33631,19038,17414,18064,35835,36297,35772,37559
847170,Unidades de memoria para máquinas automáticas para tratamiento o procesamiento de datos; digitales,16799,19585,18917,60780,172534,126698,84010,81046,79653,90414,106608,111853,124033,82850,101088,122780,89494,69656,26123,35122
051199,Productos de origen animal; n.c.o.p.; animales muertos ; impropios para la alimentación humana ...,97,182,658,406,875,1960,2415,2349,3629,5205,7186,7729,8734,9000,7879,6673,11917,22240,26831,34590
310319,Superfosfatos (excl. Tales productos que contienen en peso => ??35% de pentóxido de difósforo; ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35461,36752,40189,28627,34515
843231,La siembra directa sembradoras directas; jardineras y transplantadoras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20442,26918,17680,17553,34004
871639,"""Remolques y semirremolques para transporte de mercancías; no desplazables sobre carriles """"rieles"""" ...",542,1610,1344,1036,2286,6980,20016,7992,17213,31862,15298,28619,20752,11027,14005,17564,17676,11164,13676,33386
870194,Tractores; con potencia del motor> 75 kW pero <= 130 kW (exc. Los de la partida 8709; motocultores; ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22169,38152,26819,19035,33206
310210,Urea; incl. en disolución acuosa (exc. en tabletas o formas simil. o en envases de un peso ...,1046,1966,2239,2370,3568,6628,10179,7583,9941,19528,26149,22609,21519,18263,14190,18076,21340,20492,21417,32721
481159,"""Papel y cartón; coloreados o decorados en la superficie o impresos; recubiertos; impregnados ...",0,270,473,3959,6267,7132,12763,17270,19805,26783,31265,30406,34371,40251,34350,32942,33530,33280,32712,32343
740811,Alambre de cobre refinado; con la mayor dimensión de la sección transversal > 6 mm,859,918,2144,4090,8116,9626,15173,7885,12416,21571,20246,18605,19182,18910,15274,18090,16943,16795,21984,32307
853890,Partes identificables como destinadas; exclusiva o principalmente; a los aparatos de las partidas ...,251,302,354,400,521,652,863,722,1526,1631,2135,3645,8167,13394,19479,24444,28890,25766,18484,31958
850710,"""Acumuladores de plomo; de los tipos utilizados para arranque de motores de émbolo """"pistón"""" ...",3245,3701,4527,6670,7142,11251,20281,16129,23640,24427,23772,30549,27990,28052,22737,35998,34359,27632,26825,31814
851821,"""Cajas acústicas con un altavoz """"altoparlante"""" montado en su caja""",15,178,295,439,344,215,2980,2137,3261,4868,3439,2670,4062,2759,7105,14961,12324,9131,9105,31652
847989,Máquinas y aparatos mecánicos; n.c.o.p.,5061,2717,3377,4475,8713,5353,10804,9448,16008,25380,16267,30622,29596,22128,21046,15961,15045,19469,18968,31633
690721,Baldosas y losas para pavimentos; chimeneas o muros; de un coeficiente de absorción de agua ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20912,25134,23946,22812,31404
950450,Consolas de videojuegos y máquinas (excepto los operados por cualquier medio de pago),0,0,0,0,0,0,0,0,0,0,319425,241968,229109,134612,119810,204411,187414,0,0,29762
382499,productos químicos y preparaciones de las industrias químicas o afines; incl. las mezclas de ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17673,26372,21950,19813,29643
721391,"""Alambrón de hierro o acero sin alear; enrollado en espiras irregulares """"coronas""""; de sección ...",318,1342,1209,2008,8534,6488,11395,7176,11370,10544,12666,12926,9333,9240,10007,12743,14223,12639,15272,29551
851830,"""Auriculares electroacústicos; incl. los de casco; incl. combinados con micrófono y juegos ...",1268,569,628,1282,1856,2760,3172,2439,4313,5305,7690,10233,11019,5316,8029,15238,13189,22918,15013,28649
110710,"""Malta """"de cebada u otros cereales""""; sin tostar""",6550,6347,8650,8121,8112,8335,12091,13099,14592,13252,14098,15459,16512,16904,16289,18851,20602,19226,23385,28188
841810,Frigoríficos-congeladores combinados; con puertas o cajones exteriores independientes; o combinaciones ...,2016,2219,2644,3027,5689,7636,13283,9960,15966,19703,16480,21650,17463,22678,13045,26767,22720,18480,20233,28024
110423,Granos de maíz mondados; perlados; troceados; quebrantados o trabajados de otro modo (excepto ...,0,0,0,90,459,699,77,884,256,476,49,17,75,35,1888,1255,20,55,589,27318
293399,"""Compuestos heterocíclicos con heteroátomo/s de nitrógeno exclusivamente (exc. compuestos cuya ...",0,1716,6161,6671,5863,10011,14253,3060,5382,8191,8470,10654,9579,12812,16486,40879,29273,16328,15180,26326
848180,Artículos de grifería y órganos reguladores simil. para tuberías (exc. válvulas reductoras ...,2016,2642,2651,3522,5522,8343,10735,10013,13356,20765,18393,20102,21115,21326,21025,20237,21930,21135,21636,25584
550210,Cables de filamentos de acetato; de conformidad con la nota 1 del capítulo 55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38023,38459,29766,31548,25509
841850,"""Armarios; arcones """"cofres""""; vitrinas; mostradores y muebles simil. para la producción de ...",1917,518,1008,2439,4555,7206,9818,7847,10498,22500,21074,18819,22943,19289,16042,19447,24165,16340,13275,24263
841830,"""Congeladores horizontales del tipo arcón """"cofre""""; de capacidad <= 800 l""",1481,1838,2695,3635,5486,7372,10954,10549,15050,15554,18372,18499,13231,15141,7962,13471,14207,9617,10703,24260
721720,Alambre de hierro o acero sin alear; enrollado; cincado (exc. alambrón),1872,4289,6853,8731,8291,12843,19955,12532,17182,21206,17967,17012,16171,13915,10484,16184,19047,14014,14738,24064
390410,"""Poli""""cloruro de vinilo""""; en formas primarias; sin mezclar con otras sustancias""",1850,2186,3665,3680,4619,7213,8326,4645,6907,9614,10124,10338,8220,9150,8023,12353,11268,9586,13153,23744
847150,Unidades de proceso digitales; para máquinas automáticas para tratamiento o procesamiento de ...,3418,3731,6018,4564,7418,9100,12749,8681,11505,14637,12643,13202,13613,14036,13739,16381,25722,23595,16960,23587
940690,Construcciones prefabricadas; incluso completas o ensambladas (exc. ​​de madera y unidades ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3991,6092,0,0,23295
870899,Partes y accesorios de tractores; vehículos automóviles para transporte de >= 10 personas; ...,5474,6213,10066,10686,11842,15990,20980,15836,23760,29574,22367,23736,25849,24577,21153,23092,25189,23467,18461,22933
850440,Convertidores estáticos,3430,3480,4959,8763,14834,20686,24612,20878,25772,23918,19167,20512,25138,20028,18381,26195,21370,20458,14428,22402
842952,Palas mecánicas; autopropulsadas; cuya superestructura pueda girar 360°,961,424,1282,642,1945,3590,8220,3844,7838,10632,10316,18825,21970,16821,11756,15348,15663,17215,17689,22210
720917,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; enrollados; simplemente ...,944,1699,2615,3683,4256,6001,10777,7976,8128,12581,8428,12209,9094,10024,7516,10279,14957,12730,9530,22188
310559,"""Abonos minerales o químicos; que contengan los dos elementos fertilizantes nitrógeno y fósforo ...",257,96,115,99,1212,2921,5088,6983,11951,24995,11336,11660,14141,18025,12802,21400,20654,17048,13119,21924
330590,Preparaciones capilares (exc. champúes; preparaciones para ondulación o desrizado permanentes; ...,3763,3746,5070,5984,8032,8140,11318,10970,14259,21214,18150,17152,25929,21265,20576,29371,32553,26058,18938,21831
854460,Conductores eléctricos; para una tensión > 1.000 V; n.c.o.p.,1290,940,1394,1892,4053,799,3302,1997,5211,11662,8156,8126,6270,11508,10720,12470,9474,20191,14711,21823
910212,"""Relojes de pulsera; eléctricos; incl. con contador de tiempo incorporado; con indicador optoelectrónico ...",140,1281,13790,22250,210,784,836,1086,4225,2346,2119,3457,4670,1702,828,2344,7042,29154,0,21576
851660,"""Hornos; cocinas; calentadores; incl. las mesas de cocción; parrillas y barcacoas """"parrillas"""" ...",482,920,1351,1693,2489,5109,8441,6625,9174,17750,9892,11307,12652,15701,10159,15121,16281,13414,14651,21470
340220,Preparaciones tensoactivas; preparaciones para lavar; incl. las preparaciones auxiliares de ...,7774,6944,8477,8927,10126,11606,13194,10423,11663,15799,14118,14686,17306,15986,19312,23023,24716,20911,21438,21456
870422,"""Vehículos automóviles para el transporte de mercancías; con solo motor de émbolo (pistón) ...",1463,743,2922,4363,4820,9751,23852,13871,18409,23816,24659,21441,21558,21186,17423,16476,22005,22408,18174,21442
380862,"""Productos de las partidas 3808; que contiene alfa-cipermetrina """"ISO""""; bendiocarb """"ISO""""; ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4438,14116,17381,20846,20915
190531,Galletas dulces (con adición de edulcorante),0,6159,7383,8014,7742,10436,14625,12395,16268,19519,21096,19814,20836,19633,18615,23856,24450,23267,18821,20799
600192,"""Terciopelo y felpa; de punto; de fibras sintéticas o artificiales (exc. los tejidos """"de pelo ...",203,161,411,93,77,116,339,396,238,1399,2392,1356,1186,1144,5983,13916,16196,15089,20471,20423
271311,Coque de petróleo; sin calcinar,0,0,0,0,0,0,0,0,0,0,45,0,2090,6588,1506,7579,9660,8686,14376,20184
730890,Construcciones y partes de construcciones; de fundición; hierro o acero (exc. puentes y partes ...,629,764,989,1503,1641,2055,5168,4569,5016,7268,8825,12094,9599,6597,11550,9523,9624,9453,12810,20149
844399,Partes y accesorios de impresoras; fotocopiadoras y máquinas facsímiles; n.c.o.p. (exc. máquinaria ...,0,0,0,0,0,9803,16834,18301,23245,26869,35518,32738,25541,21794,22772,36730,54762,19870,16775,20066
842951,Cargadoras y palas cargadoras de carga frontal; autopropulsadas,1303,814,942,1518,1801,3657,11902,7143,14452,27045,18270,26459,23477,19320,9209,13746,18817,14326,11962,19652
170490,Artículos de confitería sin cacao; incl. el chocolate blanco (exc. chicle),4846,5536,6245,7417,8666,11619,14543,12868,18010,23644,21493,20218,20941,19300,18982,21773,23106,19207,13228,19263
901890,Instrumentos y aparatos de medicina; cirugía o veterinaria; n.c.o.p.,2045,1267,1196,2542,3032,3701,5264,5892,8207,8936,8732,8783,7057,12151,8825,10522,12019,13176,15032,19161
851761,Aparatos de transmisión o recepción de voz; imagenes y otros datos,0,0,0,0,0,13588,23424,7203,22225,39757,15074,12734,19333,28188,12507,5741,37862,13008,6452,18894
330290,Mezclas de sustancias odoríferas y mezclas; incl. las disoluciones alcohólicas; a base de una ...,2754,2631,2875,3679,4416,4324,5499,6555,7505,4868,6523,5972,6516,7785,8696,13213,17823,19886,22183,18133
853720,Cuadros y armarios de interruptores y combinaciones simil. de aparatos; para control o distribución ...,884,223,267,1718,4968,5620,5966,4593,5293,5858,6821,5519,5867,14534,10077,17748,4214,6538,7227,18037
220830,Whisky,14331,16738,18382,14845,13166,14624,18902,18226,28308,40170,36012,32436,28590,16908,23224,26720,24333,23155,11910,17860
843359,Máquinas y aparatos de cosechar productos agrícolas (exc. guadañadoras; máquinas y aparatos ...,8613,29741,26169,18938,8301,15771,37268,7976,20619,49142,12252,11961,8096,3935,4037,13936,17007,9506,8474,17419
300290,Sangre humana; Sangre animal preparada para usos terapéuticos; profilácticos o de diagnóstico.,375,510,978,1306,2511,2719,3189,2420,3038,4822,4169,5616,5299,5625,8627,8100,9182,9802,10450,16963
870431,Vehículos automóviles para el transporte de mercancías; con solo motor de émbolo (pistón) de ...,93,162,243,2098,3795,7184,15970,12354,29548,32204,26688,26820,26253,28470,10835,22798,23381,16936,9942,16886
240220,Cigarrillos que contengan tabaco,37981,18702,21363,16362,21589,21205,19912,26312,30052,35708,38514,41259,39967,40902,35771,35100,36184,29637,24052,16882
851822,"""Cajas acústicas con varios altavoces """"altoparlantes"""" montados en una misma caja""",79,267,602,2672,3430,4764,3886,3546,5812,8873,6387,7757,9585,6179,11974,33970,24840,17450,11875,16713
854470,Cables de fibras ópticas constituidos por fibras enfundadas individualmente; incl. con conductores ...,181,1600,269,833,594,4631,3759,2468,2814,5395,6732,5926,7717,9304,6107,12793,15121,14583,10892,16707
843390,Partes de máquinas; de aparatos y de artefactos de cosechar o trillar; partes de cortadoras ...,1336,3181,3313,3819,4510,10414,16954,6996,9585,16289,14990,18305,23238,14252,8319,10914,15674,12153,12912,16563
720837,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; enrollados; simplemente ...,54,389,635,1582,2997,4699,7495,4904,5925,12197,12911,16028,18909,13885,6995,7228,12194,5875,4855,16516
392010,Placas; láminas; hojas y tiras; de polímeros no celulares de etileno y sin esfuerzo; estratificación ...,709,619,1274,1513,2614,3233,6000,4633,7017,9098,8268,8501,7979,9794,9001,10336,12111,11779,11371,16467
847160,Unidades de entrada o salida; digitales; para máquinas automáticas para tratamiento o procesamiento ...,15230,14069,26600,27739,68136,5940,6936,4169,6281,7527,5191,5693,5097,3779,4589,12478,9732,7800,5547,16233
120110,De semillas de soja; para siembra,0,0,0,0,0,0,0,0,0,0,16837,9933,8765,5791,2823,9077,4282,7319,7133,16089
640299,"""Calzado con suela y parte superior de caucho o plástico (exc. el que cubra el tobillo o con ...",1043,1272,2443,3097,3883,5086,10895,9353,15742,15177,13233,13499,15162,17062,18536,25997,26237,19968,11527,15932
330499,Preparaciones de belleza; maquillaje y para el cuidado de la piel; incl. las preparaciones ...,2008,2554,4405,3766,5038,6938,9011,8792,13777,16681,19860,14152,12674,10137,10152,16459,17511,15669,12591,15922
190590,"""Productos de panadería; pastelería o galletería; incl. con adición de cacao; hostias; sellos ...",1516,2162,2640,3572,4556,6425,10222,9957,11327,14969,15427,17501,17516,15549,13756,15481,16380,17487,11944,15821
721621,Perfiles en L; de hierro o acero sin alear; simplemente laminados o extrudidos en caliente; ...,1670,1408,3062,2477,4445,4121,11005,6192,9191,9966,13607,14347,16152,15763,9490,10057,12590,12245,11710,15813
293090,Compuestos orgánicos de azufre (exc. tiocarbamatos y ditiocarbamatos; tiuram mono; di o tetrasulfuros; ...,745,708,1791,2651,1302,4913,3574,3434,5115,5506,10827,12647,8254,12172,8331,9616,23639,23046,10051,15688
840999,"""Partes identificables como destinadas exclusiva o principalmente a motores de émbolo """"pistón"""" ...",2440,2671,4518,5052,6415,8479,15545,11486,14854,17491,14833,14647,16692,12815,11395,14118,15018,10810,10957,15661
180690,Chocolate y demás preparaciones alimenticias que contengan cacao; en recipientes o envases ...,5698,7174,7249,7462,6918,8837,11827,11748,15790,16841,19408,19608,21576,17586,17141,17561,17620,15635,14264,15623
871200,Bicicletas y demás velocípedos; incluidos los triciclos de reparto; sin motor,904,1314,3201,3156,3802,2847,5778,1870,5891,8218,9133,10291,18322,11256,9543,12474,15266,6698,5502,15588
