Código,Descripción del producto,Valor exportado en 2002,Valor exportado en 2003,Valor exportado en 2004,Valor exportado en 2005,Valor exportado en 2006,Valor exportado en 2007,Valor exportado en 2008,Valor exportado en 2009,Valor exportado en 2010,Valor exportado en 2011,Valor exportado en 2012,Valor exportado en 2013,Valor exportado en 2014,Valor exportado en 2015,Valor exportado en 2016,Valor exportado en 2017,Valor exportado en 2018,Valor exportado en 2019,Valor exportado en 2020,Valor exportado en 2021
854449,Conductores eléctricos; para una tensión <= 80 V; sin piezas de conexión; n.c.o.p.,13,18,14,16,667,131301,147788,50812,123862,145445,175985,140644,123249,109307,106971,91407,110108,100376,92419,152753
401110,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en automóviles ...",22461,28354,62696,78214,72167,88309,117624,77708,127575,158678,127194,143269,136665,122334,107251,141725,138327,115479,102438,149234
081190,"""Frutos comestibles; sin cocer o cocidos en agua o vapor; congelados; incl. con adición de ...",7671,9605,8756,10989,10315,10620,18059,13924,27004,30725,30970,38390,60235,69894,64517,79911,78725,80168,88106,139401
392690,Artículos de plástico y manufacturas de las demás materias de las partidas 3901 a 3914; ncop ...,25087,6108,5087,5203,12115,10208,9246,8405,30017,47784,69429,77731,84637,72465,66275,67220,84906,94068,91151,132151
854239,Circuitos electrónicos integrados (exc. como procesadores; controladores; memórias y ampli ...,0,0,0,0,0,6041,4241,448,3567,1863,3210,456,766,262,572,609,331,1369,463,126113
151110,Aceite de palma en bruto,25567,33036,60318,47895,35028,96364,109819,51819,82273,162322,154880,114524,97417,77509,77312,97455,114595,95419,131450,124528
071410,"""Raíces de mandioca """"yuca""""; frescas; refrigeradas; congeladas o secas; incl. troceadas o ...",25765,25695,34532,43923,34443,41076,65036,35960,51007,64402,60573,65283,70375,71225,78208,82256,88064,98595,93378,123330
200941,"""Jugo de piña """"ananá""""; sin fermentar y sin adición de alcohol; incl. con adición de azúcar ...",0,4591,0,13256,14811,19570,26686,22075,11819,24049,49982,63302,66149,76579,122482,109711,72895,61059,70079,120844
200899,Frutas y demás partes comestibles de plantas; preparados o conservados; incluso con adición ...,2719,3333,3785,6301,12319,15495,15509,8336,14682,24268,31922,42153,66726,77027,103785,111551,109158,113583,105235,120388
961900,Compresas y tampones higiénicos; pañales para bebés y artículos similares; de cualquier materia,0,0,0,0,0,0,0,0,0,0,123021,112609,115119,136569,126212,135169,117592,128867,107780,117487
721420,Barras de hierro o acero sin alear; con muescas; cordones; huecos o relieves; producidos en ...,4940,4709,10783,3676,7500,12988,64833,23471,21205,17117,35938,33377,19438,16859,27240,44592,52213,55251,55532,116710
853669,Clavijas y tomas de corriente; para una tensión de <= 1.000 V (exc. portalámparas),7394,10175,8646,10332,11941,19348,28495,19711,38334,63943,66292,63029,70545,65024,17930,20301,32695,39221,32936,112030
170114,Azúcar de caña; en estado sólido; (excepto los de la caña de azúcar 1701 13) sin adición de ...,0,0,0,0,0,0,0,0,0,0,65844,87894,64322,83989,61955,101434,77796,62809,61920,96611
300490,"""Medicamentos constituidos por productos mezclados o sin mezclar; preparados para usos terapéuticos ...",155761,181222,202509,211554,128721,257146,297309,235880,244071,202303,115998,114567,111337,128374,127511,138564,156930,140920,152064,88370
720449,"""Desperdicios y desechos """"chatarra""""; de hierro o acero (exc. escorias; batiduras y otros ...",232,275,1079,2754,6872,15101,14308,7301,17518,24526,125954,20361,26954,12580,11286,17972,26806,17521,16832,86339
020230,Carne deshuesada; de bovinos; congelada,13115,16238,18313,19173,16514,13949,23992,16953,25212,35122,37026,35493,43810,43889,33959,45112,46358,78720,84787,81961
853690,"""Aparatos eléctricos para corte; seccionamiento; protección; derivación; empalme o conexión ...",418,8588,10300,11614,13312,14268,11013,7621,26555,13439,9673,7443,14917,19711,16990,19186,21879,18145,15943,80216
701090,"""Bombonas """"damajuanas""""; botellas; frascos; bocales; tarros; envases tubulares y demás recipientes ...",0,44160,39679,44203,44505,55080,63993,44348,63703,61659,83957,78714,77183,68059,64913,79315,95803,88332,53063,79517
900130,Lentes de contacto,1,20,1,4,6,12,0,14,31,235,132,59,65,53,21106,66122,69403,119668,87514,79290
401693,Juntas o empaquetaduras; de caucho vulcanizado sin endurecer (exc. de caucho celular),45205,51428,61277,65006,69382,61256,60142,38012,44801,42967,46643,60136,66632,63735,66635,59953,66894,58776,60471,78001
901910,Aparatos de mecanoterapia; masajes y sicotecnia,3839,1060,352,959,1370,1093,781,412,416,48,87,36,34,36,57,25,526,14,24513,75617
392112,Placas; láminas; hojas y tiras; de polímeros celulares de cloruro de vinilo; sin trabajar o ...,46,152,141,6173,18451,20304,21383,10881,16552,27850,23395,34679,39003,39503,37083,45136,51654,56177,48763,71720
853340,Resistencias variables; incl. los reóstatos y los potenciómetros (exc. bobinadas; así como ...,17164,22459,28570,28398,55366,26640,24470,9930,19131,19253,21627,32147,22915,22313,22624,30169,30153,19452,22646,71492
210390,"""Preparaciones para salsas y salsas preparadas; condimentos y sazonadores; compuestos (exc. ...",12248,11732,31565,40599,4710,32036,49061,33567,50902,56299,61887,65605,63964,67700,72085,73543,76710,73140,67136,63893
854442,Conductores eléctricos; para una tensión <= 1 000 V; provistos de piezas de conexión; n.c.o.p.,0,0,0,0,0,13571,15603,9281,9383,26032,62783,59323,56666,37044,29395,27420,31194,37370,30063,63606
080711,Sandías; frescas,5034,4776,6643,7491,8301,7091,9258,10517,13436,13160,20789,15631,16670,14093,19447,22176,24113,29042,26286,62465
401120,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en autobuses o ...",10398,9304,6905,17740,13984,32331,29261,11918,25773,22639,20692,19990,16995,18029,23753,27072,44021,69580,43826,60488
854160,Cristales piezoeléctricos montados,88,292,253,99,44,41,109,93,895,374,742,774,848,836,14,10,60,129,18,60187
210320,Ketchup y demás salsas de tomate,5230,6578,10407,12837,4344,8923,16566,12543,17446,20657,20253,22268,24134,26975,28857,31112,32765,33684,43606,56578
060290,Plantas vivas; incl. sus raíces; y micelios (exc. bulbos; cebollas; tubérculos; raíces y bulbos ...,39366,43025,45987,46790,48206,50318,49510,32544,54553,65682,56511,52138,48867,45422,44400,54037,55267,59927,62480,55988
200949,"""Jugo de piña """"ananá""""; sin fermentar y sin adición de alcohol; incl. con adición de azúcar ...",0,4762,1,14746,24762,20314,35477,45869,58634,69383,38228,37683,34167,68601,78021,46738,31656,33182,46965,52571
330210,Mezclas de sustancias odoríferas y mezclas; incl. las disoluciones alcohólicas; a base de una ...,372,705,614,552,783,673,975,782,1772,1500,4568,5672,3982,4324,3681,3565,3042,3614,2453,51746
854420,Cables y demás conductores eléctricos coaxiales; aislados,65,42,128,171,4136,3846,582,772,7044,1632,22337,25770,30527,7419,8225,8062,10922,9911,8148,49116
080719,Melones; frescos (exc. sandías),54803,66545,71630,74328,84609,83824,68670,75241,74355,68812,69562,61579,72324,68631,65866,62208,61916,56225,43842,48244
901920,Aparatos de ozonoterapia; oxigenoterapia y aerosolterapia; aparatos respiratorios de reanimación ...,81,5,5,23,0,0,2,83,607,467,412,2730,6853,7354,8082,9006,15571,24069,44296,47948
190590,"""Productos de panadería; pastelería o galletería; incl. con adición de cacao; hostias; sellos ...",7390,4994,7512,9034,6963,15659,24668,16189,21294,22938,28187,32929,35042,37298,39931,42676,44795,44341,46222,47368
040221,"""Leche y nata """"crema""""; en polvo; gránulos o demás formas sólidas; con un contenido de materias ...",4387,9529,8832,6034,10228,14359,10243,12304,39187,39847,44034,46649,57367,26819,35072,28443,31967,45118,43491,47103
060210,Esquejes sin enraizar e injertos,19090,21879,24404,24452,26544,30440,33069,24764,21519,14474,26025,23002,22464,23475,17031,6646,8721,7375,4551,47096
853650,Interruptores; seccionadores y conmutadores; para una tensión <= 1.000 V (exc. relés y disyuntores),34675,40120,47854,47696,49905,46684,44668,21947,43583,41439,38165,43061,27224,22487,24588,29478,31568,31269,29107,46567
190531,Galletas dulces (con adición de edulcorante),0,15585,15197,23585,8497,25369,36619,25376,28578,35277,35894,36736,36365,38452,38321,39530,41383,41598,46817,43275
740400,Desperdicios y desechos; de cobre,1408,1796,3337,5582,12642,13685,15457,5794,18920,20394,21307,22270,23432,14432,11272,18211,25999,18196,16081,40145
851220,Aparatos de alumbrado o señalización visual; eléctricos; de los tipos utilizados en vehículos ...,142,22,26,20,58,67,7,8,27,48,70,170,37211,39974,164,22,418,416,459,39277
300691,Instrumento identificado por el uso ostomio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7048,40390,39176
060420,Follaje; hojas; ramas y demás partes de plantas; sin flores ni capullos y hierbas; musgos y ...,0,0,0,0,0,0,0,0,0,0,10851,8881,15934,22642,32627,32073,31318,28692,21812,38805
040120,"""Leche y nata """"crema""""; sin concentrar; sin adición de azúcar ni otro edulcorante; con un ...",4679,7104,8358,11346,8139,10131,12691,8086,14283,16976,25064,27737,30725,34284,32030,29923,32266,33120,32587,37867
200919,Jugo de naranja; sin fermentar y sin adición de alcohol; incl. con adición de azúcar u otro ...,33823,34545,40461,26684,38942,72223,41069,39547,23577,20097,21828,44648,37323,21545,52413,44924,60167,37921,39889,37568
252310,"""Cementos sin pulverizar """"clinker""""""",709,3505,4283,6820,2560,2828,5460,12094,13656,16634,13958,13359,14512,20938,23922,26334,22458,21539,20281,37273
440349,Madera tropical en bruto; incluso descortezada o de albura; o desbastada (exc. ​​Teca; meranti ...,2,659,1495,4288,5475,6415,3751,5947,13989,8974,9289,7652,10334,15665,14859,27869,22022,23002,13768,36685
711019,Platino; semilabrado,33,0,1,0,0,11,5,21,0,9,24,226,66,98,1768,154,491,6968,30827,35033
081090,"""Tamarindos frescos; los anacardos; la jaca; litchis; sapotillos; maracuyá; carambola; pitahaya ...",141,184,455,303,422,441,112,429,78,203,277,476,553,863,674,444,215,655,511,34843
870899,Partes y accesorios de tractores; vehículos automóviles para transporte de >= 10 personas; ...,37,66,107,115,283,628,506,657,4861,1734,2971,6617,11538,14567,446,1406,2096,6085,3148,34679
391740,"""Juntas; codos; empalmes """"eacores"""" y demás accesorios de tubería; de plástico.""",8871,7946,8366,11160,11027,13343,13561,9654,12969,16459,15976,17285,16215,17182,17346,16925,18128,21065,17901,34070
854890,Partes eléctricas de máquinas o de aparatos; no expresadas ni comprendidas en otra parte del ...,3,0,43,225,108,46,0,13,139,27,461,359,251,470,103,339,201,213,104,33516
847330,Partes y accesorios para máquinas automáticas para tratamiento de información y demás máquinas ...,897784,1372426,898319,678188,633297,1017603,1047940,856326,809870,20700,4999,7457,8912,3328,2737,3568,2888,3185,4100,32397
151321,Aceites de almendra de palma o babasú; en bruto,4797,3997,6930,7744,3657,15471,15142,7196,8140,14218,11979,12174,20618,16385,19240,20382,20409,12710,13777,30776
380892,Fungicidas; presentados en formas o envases para la venta al por menor; o como preparaciones ...,0,0,0,0,0,0,5285,4481,5628,21658,30159,29382,28017,30474,27799,32763,33353,27201,30956,30477
730661,Tubos y perfiles huecos; soldados; de sección cuadrada o rectangular,0,0,0,0,0,0,5426,2630,4098,5886,6729,7455,5685,6486,6374,11169,14643,15086,13968,29871
391723,Tubos rígidos; de polímeros de cloruro de vinilo; incl. con accesorios,8506,11343,11013,13070,9142,13995,14507,8010,15331,25273,24487,20812,26457,21455,24727,22327,22090,25212,21990,28557
721061,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; laminados en frío o en ...,0,0,0,67,0,0,0,0,7,136,64,8887,11674,7179,7044,21634,17972,11694,12410,28295
060315,"""Lirios frescos cortados """"Lilium spp."""" y las yemas; de una; para ramos o adornos""",0,0,0,0,0,0,0,0,0,0,19946,21047,20896,23348,23478,21327,18170,18201,15772,28072
070999,Hortalizas frescas o refrigeradas ncop,0,0,0,0,0,0,0,0,0,0,16924,23349,20943,18197,19936,22620,24999,26810,27169,28070
030431,"""Filetes frescos o refrigerados de tilapia """"Oreochromis spp.""""""",0,0,0,0,0,0,0,0,0,0,158,22352,44964,40546,33295,34861,33158,31165,20343,28065
160414,"""Preparaciones y conservas de atún; de listado y de bonito """"Sarda spp.""""; enteros o en trozos ...",23658,27179,19947,20648,12093,15456,17711,9538,13905,18176,15930,22678,20927,25193,20848,23676,24296,23991,36764,27709
170199,Azúcar de caña o remolacha y sacarosa químicamente pura; sólidos (exc. los con adición de aromatizante ...,393,1551,4285,4128,3221,597,1008,104,966,651,41,9708,8674,5871,5205,6565,5517,7986,14612,27686
320910,Pinturas y barnices a base de polímeros acrílicos o vinílicos; dispersos o disueltos en un ...,777,1080,289,1620,1455,2621,2496,1654,2810,3108,3852,5464,15457,14374,14817,19642,18771,19726,25098,26856
903090,Partes y accesorios de instrumentos y aparatos para medida o control de magnitudes eléctricas ...,158,4,257,181,148,5691,10995,1488,6299,9416,23970,20237,16481,23031,552,2115,1401,4041,300,25723
853329,Resistencias fijas de potencia > 20 W (exc. resistencias de calentamiento),1944,851,446,53,140,5663,13302,5621,10657,9977,4469,6970,10109,7863,6581,9314,10120,8264,8311,25544
080310,Plátanos frescos o secos,0,0,0,0,0,0,0,0,0,0,1793,1792,2012,980,2177,1472,1939,1357,1999,25361
611510,Calceteria de materiales textiles; de punto o fibras sintéticas (exc. medias para varices y ...,0,0,0,0,0,1587,9298,6839,4620,2746,14100,19409,25237,25213,23234,20962,18014,17587,17159,25298
170490,Artículos de confitería sin cacao; incl. el chocolate blanco (exc. chicle),3781,3161,2940,2875,2405,2779,3869,3229,3591,4181,7102,8567,7761,8659,12001,14424,16025,16231,16939,24345
520623,"""Hilados de algodón; con un alto contenido de algodón; pero < 85% en peso; sencillos; de fibras ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8306,12122,24011
710812,Oro; incl. el oro platinado; en bruto; para uso no monetario (exc. en polvo),249,1623,3560,14052,37252,28068,15287,17128,21323,32230,18146,18123,11164,9844,11518,23274,27101,30227,16060,23569
200710,Confituras; jaleas y mermeladas; purés y pastas de frutas u otros frutos; obtenidos por cocción; ...,3632,4338,4782,12322,624,1082,11905,12103,7249,12687,18839,19712,18523,11539,12425,14204,17261,18271,19909,22118
380893,Herbicidas; inhibidores de germinación y reguladores del crecimiento de las plantas; presentados ...,0,0,0,0,0,0,17344,7543,14113,26493,23767,26339,25765,23253,23257,22264,20282,18346,22769,22024
901831,Jeringas; incl. con aguja; para uso médico,200,146,138,325,234,175,914,884,1494,1121,15911,37656,23560,62210,138628,221236,69269,14037,2331,22007
392350,Tapones; tapas; cápsulas y demás dispositivos de cierre; de plástico,12156,13938,14074,17929,14366,23284,25592,17115,21292,26421,25311,26108,26044,25686,23701,21032,24843,20289,20010,20840
851770,Partes de telefonos; telefonos celulares o para radiofonias u otros aparatos de transmisión ...,0,0,0,0,0,581,902,488,3631,1362,1810,2802,12447,2778,3289,3259,2100,1743,284,20454
854470,Cables de fibras ópticas constituidos por fibras enfundadas individualmente; incl. con conductores ...,1844,924,2062,4917,8242,8228,12063,8243,21876,43829,58722,47936,44662,31892,33331,37594,24114,19160,18296,20367
382499,productos químicos y preparaciones de las industrias químicas o afines; incl. las mezclas de ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8450,7931,6767,20365
392330,"""Bombonas """"damajuanas"""" botellas; frascos y artículos simil. para transporte o envasado; de ...",10500,13300,16090,20897,5845,19057,20682,14562,32574,31749,38066,35574,37863,34463,32675,33475,32288,33957,30587,20031
030289,Pescado fresco o refrigerado; nep,0,0,0,0,0,0,0,0,0,0,30960,13306,17197,13294,9926,14189,20050,14703,10641,19684
962000,Monopies; bipods; trípodes y artículos similares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38370,31487,21480,19299
853630,Aparatos para protección de circuitos eléctricos; para una tensión <= 1.000 V (exc. fusibles; ...,7024,1158,142,115,138,17520,29204,12343,23244,25556,17466,21164,12053,7701,15973,15113,13437,12283,13377,19048
020220,Trozos de bovinos; sin deshuesar; congelados (exc. canales o medias canales),21,47,0,49,66,841,1700,1652,610,685,504,715,1341,1902,2284,3417,5445,12243,14236,18958
151190,Aceite de palma y sus fracciones; incl. refinados; sin modificar químicamente (exc. aceite ...,7906,19005,31165,14998,6007,20810,32256,20806,29062,39374,41406,35593,35195,32596,24236,21690,15039,15460,16942,18875
761699,Manufacturas de aluminio; n.c.o.p.,1089,1438,2691,4849,7670,11071,11122,5127,2681,2780,2098,1375,1357,1200,1108,1709,1750,1638,1082,18698
252329,Cemento Portland; normal o moderado (exc. blanco; incl. coloreado artificialmente),6055,6407,3796,4681,3888,3762,1988,3642,8181,12258,15990,14414,10849,1453,2929,3578,3621,4311,2982,18472
190219,Pastas alimenticias sin cocer; rellenar ni preparar de otra forma; que no contengan huevo,2957,3126,3963,5260,5741,8393,11122,7894,16660,16066,15928,16282,16725,17649,21709,18721,17610,19309,23724,18403
120930,Semillas de plantas herbáceas utilizadas principalmente por sus flores; para siembra,6044,5230,7178,5115,914,534,108,3623,9232,11955,12393,10275,5834,4705,8756,11753,10747,10888,13277,18353
401699,Manufacturas de caucho vulcanizado sin endurecer; n.c.o.p.,34,93,561,154,61,140,80,101,268,3582,14507,13677,16656,17768,15451,17712,20265,11944,9902,18191
230990,Preparaciones de los tipos utilizados para la alimentación de los animales (exc. alimentos ...,5458,4065,5469,7160,8753,10133,10780,5982,10182,11565,13652,16776,19543,21679,17862,22842,28486,29990,36005,18017
721049,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; laminados en frío o en ...,4751,4794,6575,8346,1011,6903,6614,3020,4505,6869,7208,6654,5794,4533,6975,11092,8982,6787,5029,17780
300215,Productos inmunológicos acondicionados en dosis medidas o en formas o envases para la venta ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119534,135369,147869,17567
950790,Artículos para la pesca con caña; n.c.o.p.; salabardos; cazamariposas y redes simil.; señuelos ...,46,23,86,73,80,168,96,41,307,404,609,3907,3889,1529,7915,9244,8869,9825,12134,17208
220210,Agua; incl. el agua mineral y la gaseada; con adición de azúcar u otro edulcorante o aromatizada; ...,2510,1955,3471,6565,2865,12342,14977,11159,17202,17911,17199,22504,22921,18785,19052,20471,21818,22170,19849,17128
380859,Productos de la partida 3808 que contengan una o más de las siguientes sustancias: alaclor ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418,3614,1725,16499
780191,Plomo en bruto; con antimonio como el otro elemento predominante en peso,0,0,0,0,0,1285,1371,781,3649,3961,5593,7788,11704,11454,12746,19862,19531,14530,13083,16149
853670,Conectores para fibras opticas; o cables,0,0,0,0,0,1376,4739,3163,3368,10962,20744,25770,21590,20462,22137,31100,21355,14643,15114,16055
220890,"""Alcohol etílico sin desnaturalizar con un grado alcohólico volumétrico < 80% vol; aguardientes ...",154,91,33,149,97,58,296,7,142,565,553,0,0,410,9023,18262,18284,13909,9607,15613
841319,Bombas con dispositivo medidor incorporado o proyectadas para llevarlo (exc. las bombas para ...,42,12,4,19,3,883,29,46,43,55,53,48,112,86,35,36,31,14,18,15407
380891,Insecticidas; presentados en formas o envases para la venta al por menor; o como preparaciones ...,0,0,0,0,0,0,5141,4796,7441,16080,16532,19201,17930,19230,17833,16266,16445,16693,17187,14996
721041,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; laminados en frío o en ...,16496,15353,18591,25067,5227,34954,39285,16928,34779,39489,35100,25665,24756,15238,9872,11755,17750,10555,10177,14808
480419,"""Papel y cartón para caras """"cubiertas"""" [""""kraftliner""""]; sin estucar ni recubrir; en bobinas ...",3791,4356,6992,6382,6334,5972,8411,3944,5991,6064,5561,10753,11672,16536,22134,10137,12685,10685,4594,14527
020130,Carne deshuesada; de bovinos; fresca o refrigerada,8749,11375,9080,11703,7358,14276,13875,11231,14599,12309,14085,17516,28465,32512,25855,15941,12905,11172,12262,14282
711319,"""Artículos de joyería y sus partes; de metales preciosos distintos de la plata; incl. revestidos ...",25201,19480,20330,23061,33770,29724,22089,17999,21209,24974,19013,13338,11077,7607,19,380,405,213,508,14098
940179,Asientos con armazón de metal; no con relleno (exc. asientos giratorios de altura ajustable; ...,29,39,12,37,15,4,32,4,6,10,48,37,12,112,51,145,173,1469,1292,13896
711291,Desperdicios y desechos de oro; incl. chapados de oro y demás desperdicios y desechos que contengan ...,0,267,0,990,2548,1732,1318,331,1022,5736,11924,11858,10081,6453,5017,2557,1498,1740,5217,13721
732690,Manufacturas de hierro o acero; n.c.o.p. (exc. moldeadas; o forjadas o estampadas pero sin ...,1291,1799,4718,9930,11554,21899,16847,8179,17160,21224,21138,11341,11702,9870,9600,11140,10761,12189,16531,13715
681182,Paneles; losetas; tejas y artículos simil.; de celulosacemento o simil. (exc. placas onduladas),0,0,0,0,0,0,9000,5666,6514,2894,3627,4138,4993,4860,7606,14205,15848,16698,19872,13632
760200,Desperdicios y desechos; de aluminio,3633,4596,6651,9966,18156,19645,15225,4333,10696,21130,14297,15741,24751,19293,16338,20318,34764,25599,19852,13423
160100,Embutidos y productos similares de carne; despojos; sangre o insectos; preparaciones alimenticias ...,2642,2594,4025,5431,5699,7425,11964,7208,10098,13360,15446,15649,16759,17899,16051,15996,13717,12156,11073,13414
070993,"""Calabazas frescas o refrigeradas; la calabaza y calabazas """"Cucurbita spp.""""""",0,0,0,0,0,0,0,0,0,0,3011,2928,3946,5450,5457,7971,6812,6196,8190,13314
950669,Balones y pelotas de deporte (exc. los inflables; asi como las pelotas de golf; tenis y tenis ...,11446,8701,11103,11798,12262,12362,13890,8860,9398,11502,14930,14123,15105,15590,16115,16384,17991,19255,12535,13210
830990,Tapones; tapas; incl. las tapas roscadas y los tapones vertedores; cápsulas para botellas; ...,37,44,472,925,4420,6275,11098,9248,11222,17159,18315,18520,20286,19740,19855,17606,20359,20894,24350,13202
071440,"""Taro """"Colocasia spp.""""; frescos; refrigerados; congelados o secos; incluso troceados o en ...",0,0,0,0,0,0,0,0,0,0,1674,3026,5251,4907,5057,5672,7230,7189,7225,13198
903300,Partes y accesorios; no expresados ni comprendidos en otra parte de este capítulo; para máquinas; ...,350,94,709,996,1660,1337,1712,370,537,177,292,7896,3311,85,1359,603,1473,6863,48368,13158
392321,"""Sacos """"bolsas""""; bolsitas y cucuruchos; de polímeros de etileno""",12341,13588,14405,15702,10883,13690,14922,7857,14983,19352,18167,24312,30896,28166,30172,28814,24350,19026,21696,13123
591190,Productos y artículos textiles para usos técnicos mencionados en la nota 7 del capítulo 59; ...,2,36,103,188,44,65,824,964,1551,3168,6336,3651,4261,5496,8,2,3,6,9,13008
730630,Tubos y perfiles huecos; soldados; de sección circular; de hierro o acero sin alear (exc. tubos ...,2792,1985,2581,3534,2834,3183,5909,2066,7909,18050,20254,10730,6416,7377,4695,5698,6592,6935,6356,13005
900791,Partes y accesorios de cámaras cinematográficas; n.c.o.p.,5437,7826,12366,12575,17240,22600,22617,13906,21687,36840,42248,42680,56922,49600,42776,39527,11,15,683,12952
040490,Productos constituidos por los componentes naturales de la leche; incl. con adición de azúcar ...,1350,1506,860,1970,4148,5194,5366,1008,625,529,569,297,5344,4513,11461,17848,18533,20885,17481,12951
902131,Prótesis ortopédicas articulares,0,0,0,0,0,0,1,3,65,61,141,3,146,133,40,1669,3438,1738,1795,12912
071430,"""Ñames """"Dioscorea spp.""""; frescos; refrigerados; congelados o secos; incluso troceados o en ...",0,0,0,0,0,0,0,0,0,0,15959,18222,17017,15466,13895,10520,10679,9884,10505,12635
040110,"""Leche y nata """"crema""""; sin concentrar; sin adición de azúcar ni otro edulcorante; con un ...",3186,2664,2736,3227,3312,5642,7621,4500,6012,6228,7254,8953,11845,11466,12011,11835,10460,10924,10564,12594
392590,"""Elementos estructurales para la construcción de suelos; paredes; tabiques; techos o tejados; ...",2026,2687,3435,3530,3829,5226,6407,3716,5296,10047,18492,13431,14610,14395,14308,15445,17898,16427,14575,12447
901832,Agujas tubulares de metal y agujas de sutura; para uso médico,6,9,0,25,89,7,61,85,245,1457,35,42,6487,19976,33151,38453,43632,59722,39970,12234
721499,Barras de hierro o acero sin alear; simplemente laminadas o extrudidas en caliente (exc. con ...,23,1,55,2,804,1084,726,1289,2994,5453,6016,2920,4094,1737,2868,5217,3927,4967,9368,11887
200830,"""Agrios """"cítricos""""; preparados o conservados; incl. con adición de azúcar u otro edulcorante ...",0,2,0,0,0,0,0,2058,1037,6267,7209,7277,7705,2340,3135,9014,13395,7180,9183,11686
321590,Tintas; incl. concentradas o sólidas (exc. para dibujar),1244,789,624,636,405,542,320,115,194,161,188,382,269,571,114,334,2648,2964,1247,11358
200799,"""Confituras; jaleas y mermeladas; purés y pastas de frutas u otros frutos; obtenidos por cocción; ...",30885,27826,30624,39017,39047,50638,53397,37133,30534,25522,53135,51758,33338,27827,19571,18410,14105,9643,9739,11174
